name,ra (J2000 hrs),radeg (J2000 deg),dec (J2000 deg),pmra (mas/yr),pmdec (mas/yr),parallax (mas),distance (pc),rv (km/s),vmag (Johnson V),sptype,bad_priority,priority,vsini (km/s),exptime (sec),maxobs,seplimit,pmodeperiod(min),Amp P-mode (cm/s),fauexptime (sec),acquisition_offset_north (arcsec),acquisition_offset_east (arcsec),iodine,active,dtactive,tc,period,t14,Howard (2010),finder,mstar,rstar,rpearth,mpearth,k,comment
HD18143,2.927516,43.91274,26.87322,0,0,0,8000.0,0,7.58,G5,1,0.05,,1800,,,5.38,16.47,8.53,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=43.91274&d=26.87322&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD182488,19.3927813,290.8917195,33.22197,0,0,0,8000.0,0,6.361,G8,1,0.05,,1800,,,5.57,12.58,2.78,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=290.8917195&d=33.22197&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD182572,19.4161667,291.2425005,11.94442,721.02,642.49,65.89,15.2,-100.25,5.16,G8,1,0.05,,1800,,,10.6,32.6,0.92,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=291.2425005&d=11.94442&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD185144,19.539331,293.089965,69.661178,598.07,-1738.4,173.77,5.8,26.78,4.68,K0,1,0.05,,1800,3,7200,3.93,8.4,0.59,0,0,1,1,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=293.089965&d=69.661178&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,sigma Draconis
HD185269,19.619928,294.2989205,28.4998626,-32.03,-81.18,19.89,50.3,0.52,6.67,G2V,1,0.05,,1800,,1500,18.56,570.31,3.69,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=294.29892&d=28.4998626&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Amber's target
HD185351,19.6105491,294.1582371,44.6949349,-94.81,-104.2,24.09,41.5,-5.9,5.17,G8.5III,1,0.05,,1800,,1740,63.18,960.54,0.93,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=294.1582365&d=44.6949349&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Amber's target
HD185414,19.5987813,293.9817195,56.9839,0,0,0,8000.0,0,6.74,G0,1,0.05,,1800,,,4.97,15.62,3.94,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=293.9817195&d=56.9839&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD186408,19.6969313,295.4539695,50.52506,0,0,0,8000.0,0,5.96,G1,1,0.05,,1800,,,7.99,16.46,1.92,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=295.4539695&d=50.52506&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,"16 Cyg A. JTW: nice quiet standard star, everyone has tons of RVs for it. Good MINERVA target."
HD186427,19.69777,295.46655,50.51752,0,0,0,8000.0,0,6.2,G3,1,0.05,,1800,,,6.47,15.57,2.39,-27.144342,28.785236,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=295.46655&d=50.51752&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,"16 Cyg B. JTW: known, classic planet, P=2 years. Big eccentricity."
HD18803,3.0405633,45.6084495,26.60924,0,0,0,8000.0,0,6.624,G8,1,0.05,,1800,,,5.32,15,3.54,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=45.6084495&d=26.60924&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD190067,20.0428213,300.6423195,15.59208,0,0,0,8000.0,0,7.115,G7,1,0.05,,1800,,,3.62,9.72,5.56,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=300.6423195&d=15.59208&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD190360,20.0603907,300.9058605,29.89681,0,0,0,8000.0,0,5.71,G6,1,0.05,,1800,,,7.64,23.64,1.52,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=300.9058605&d=29.89681&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,JTW: known double planet system. HZ is wide open. The 17d K=5m/s planet will be a nice test of MINERVA.
HD190404,20.06448,300.9672,23.34069,0,0,0,8000.0,0,7.27,K1,1,0.05,,1800,,,3.58,7.33,6.41,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=300.9672&d=23.34069&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD190406,20.068396,301.02594,17.07017,0,0,0,8000.0,0,5.8,G1,1,0.05,,1800,,,6.09,20.48,1.66,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=301.02594&d=17.07017&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,"JTW: BD binary, not very interesting."
HD191408A,20.186649,302.799735,-36.101211,456.99,-1574.64,166.25,6.0,-126.9,5.31,K3,1,0.05,,1800,,,3.63,10.78,1.05,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=302.799735&d=-36.101211&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,"Binary star,Parameters from Valenti & Fischer 2005"
HD191785,20.1850207,302.7753105,16.188,0,0,0,8000.0,0,7.323,K1,1,0.05,,1800,,,4.7,12.16,6.73,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=302.7753105&d=16.188&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD192310,20.2548307,303.8224605,-27.03298,0,0,0,8000.0,0,5.723,K0,1,0.05,,1800,,,4.48,9.68,1.54,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=303.8224605&d=-27.03298&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD192699,20.2683347,304.0250212,4.58079269,-39.24,-52.15,15.24,65.6,13.75,6.44,G8IV,1,0.05,,1800,,1200,78.07,1860.2,2.99,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=304.0250205&d=4.58079269&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Amber's target
HD193202,20.1812267,302.7184005,77.23897,0,0,0,8000.0,0,8.88,K5,1,0.05,,1800,,,,,15,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=302.7184005&d=77.23897&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD19373,3.1511167,47.2667505,49.61328,1262.41,-91.5,94.87,10.5,49.22,4.05,G0,1,0.05,,1504,,,10.11,33.66,0.33,0,0,1,1,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=47.2667505&d=49.61328&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,"iota Per, JTW: very quiet, ideal MINERVA target to apply our cadence advantage"
HD196761,20.669932,310.04898,-23.77387,0,0,0,8000.0,0,6.37,G8,1,0.05,,1800,,,4.11,8.41,2.8,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=310.04898&d=-23.77387&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD197076,20.679206,310.18809,19.93554,0,0,0,8000.0,0,6.45,G5,1,0.05,,1800,,,5.8,17.64,3.01,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=310.18809&d=19.93554&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD200964,21.1110673,316.66601,3.80311888,94.99,50.47,13.85,72.2,-71.69,6.48,G8IV,1,0.05,,1800,,2100,84.99,1170.77,3.1,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=316.6660095&d=3.80311888&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Amber's target
HD201091,21.114984,316.72476,38.74942,0,0,0,8000.0,0,5.21,K5,1,0.05,,1800,,,,,0.96,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=316.72476&d=38.74942&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD201092,21.1153513,316.7302695,38.74206,0,0,0,8000.0,0,6.03,K7,1,0.05,,1800,,,,,2.05,-26.480569,15.502684,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=316.7302695&d=38.74206&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD20165,3.246452,48.69678,8.98079,0,0,0,8000.0,0,7.8,K1,1,0.05,,1800,,,4.29,10.56,10.45,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=48.69678&d=8.98079&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD202751,21.3008267,319.5124005,0.16158,0,0,0,8000.0,0,8.158,K2,1,0.05,,1800,,,2.7,6.88,14.53,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=319.5124005&d=0.16158&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Parameters from Valenti & Fischer 2005
HD204587,21.5007647,322.5114705,-12.51007,0,0,0,8000.0,0,9.075,K5,1,0.05,,1800,,,,,15,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=322.5114705&d=-12.51007&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD20619,3.3171927,49.7578905,-2.84319,0,0,0,8000.0,0,7.039,G1,1,0.05,,1800,,,4.15,11.92,5.18,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=49.7578905&d=-2.84319&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD208313,21.9125113,328.6876695,32.32857,0,0,0,8000.0,0,7.78,K0,1,0.05,,1800,,,4.25,11.18,10.26,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=328.6876695&d=32.32857&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD210277,22.158296,332.37444,-7.54865,0,0,0,8000.0,0,6.63,G0,1,0.05,,1800,,,7.02,14.79,3.56,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=332.37444&d=-7.54865&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD210302,22.1691053,332.5365795,-32.54841,0,0,0,8000.0,0,4.92,F6,1,0.05,,1800,,,11.74,38.83,0.74,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=332.5365795&d=-32.54841&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD210702,22.1975919,332.9638786,16.0405528,-3.15,-18.02,18.2,54.9,16.96,5.93,KOIII,1,0.05,,1800,,2220,72.84,1360.53,1.87,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=332.9638785&d=16.0405528&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Amber's target
HD213042,22.487566,337.31349,-30.01841,0,0,0,8000.0,0,7.645,K5,1,0.05,,1800,,,,,9.06,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=337.31349&d=-30.01841&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD215152,22.722584,340.83876,-6.40082,0,0,0,8000.0,0,8.13,K0,1,0.05,,1800,,,,,14.16,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=340.83876&d=-6.40082&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD215549,22.75957449,341.3936175,30.442556,-251.5,-349.8,16.67,60.0,-1.59,6.37,K1III,1,0.05,,1800,,2640,71.07,1100.93,2.8,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=341.39361735&d=30.442556&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Amber's target
HD216259,22.8573213,342.8598195,13.96998,0,0,0,8000.0,0,8.29,K0,1,0.05,,1800,,,3.54,7.99,15,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=342.8598195&d=13.96998&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD216520,22.7921873,341.8828095,83.69703,0,0,0,8000.0,0,7.524,K2,1,0.05,,1800,,,4.06,11.79,8.1,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=341.8828095&d=83.69703&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD217014,22.9577727,344.3665905,20.76883,0,0,0,8000.0,0,5.46,G2,1,0.05,,1800,,,7.21,19.23,1.21,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=344.3665905&d=20.76883&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,"51 Peg, known planet"
HD217107,22.970984,344.56476,-2.3953833,-6.35,-15.8,50.36,19.9,-13.4,6.18,G8,1,0.05,,1800,,,8.23,18.4,2.35,0,0,1,1,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=344.56476&d=-2.3953833&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,known planets
HD218868,23.1805773,347.7086595,45.51227,0,0,0,8000.0,0,7,K0,1,0.05,,1800,,,5.58,15.23,5,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=347.7086595&d=45.51227&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD219134,23.221382,348.32073,57.16835,0,0,0,8000.0,0,5.57,K3,1,0.05,,1800,,,3.77,9.03,1.34,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=348.32073&d=57.16835&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Parameters from Valenti & Fischer 2005
HD219538,23.2717107,349.0756605,30.67021,0,0,0,8000.0,0,8.09,K2,1,0.05,,1800,,,4.24,13.75,13.64,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=349.0756605&d=30.67021&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD219834,23.3185187,349.7777805,-13.45855,0,0,0,8000.0,0,5.19,K2,1,0.05,,1800,,,4.67,4.73,0.94,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=349.7777805&d=-13.45855&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD220339,23.3846927,350.7703905,-10.76424,0,0,0,8000.0,0,7.796,K2,1,0.05,,1800,,,3.84,6.94,10.41,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=350.7703905&d=-10.76424&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD221354,23.522836,352.84254,59.16552,0,0,0,8000.0,0,6.74,K2,1,0.05,,1800,,,4.9,14.1,3.94,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=352.84254&d=59.16552&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD22682,3.65473701,54.82105521,13.89149,12.66,-100.9,13.89,72.0,-27.84,6.67,G5,1,0.05,,1800,,1800,61.61,850.99,3.69,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=54.82105515&d=13.89149&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Amber's target
HD22879,3.672796,55.09194,-3.21698,0,0,0,8000.0,0,6.667,F9,1,0.05,,1800,,,5.78,11.62,3.68,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=55.09194&d=-3.21698&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD23356,3.73204,55.9806,-19.1109,0,0,0,8000.0,0,7.081,K2,1,0.05,,1800,,,3.59,10.65,5.39,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=55.9806&d=-19.1109&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Parameters from Valenti & Fischer 2005
HD23439,3.7839213,56.7588195,41.42726,0,0,0,8000.0,0,8.78,K1,1,0.05,,1800,,,2.86,6.5,15,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=56.7588195&d=41.42726&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD24238,3.917734,58.76601,61.16681,0,0,0,8000.0,0,7.85,K0,1,0.05,,1800,,,3.96,8.31,10.94,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=58.76601&d=61.16681&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD24496,3.9077867,58.6168005,16.61605,0,0,0,8000.0,0,6.81,G0,1,0.05,,1800,,,4.66,11.81,4.2,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=58.6168005&d=16.61605&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD25329,4.0541667,60.8125005,35.27328,0,0,0,8000.0,0,8.5,K1,1,0.05,,1800,,,,,15,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=60.8125005&d=35.27328&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD25665,4.1597333,62.3959995,69.54139,0,0,0,8000.0,0,7.697,G5,1,0.05,,1800,,,4.26,12.73,9.5,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=62.3959995&d=69.54139&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Parameters from Valenti & Fischer 2005
HD25975,4.13760776,62.0641165,37.72749472,-100,-196.3,22.68,44.1,-44.35,6.07,K1III,1,0.05,,1800,,1680,,,2.12,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=62.0641164&d=37.72749472&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Amber's target
HD26965,4.2545333,63.8179995,-7.65287,0,0,0,8000.0,0,4.41,K1,1.2,0.06,,1800,3,,4.41,8.09,0.46,0,0,1,1,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=63.8179995&d=-7.65287&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,"JTW: good MINERVA target, 45d peak is likely real, also an APF target"
HD29883,4.72651,70.89765,27.6874,0,0,0,8000.0,0,8.01,K5,1,0.05,,1800,,,3.45,6.05,12.68,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=70.89765&d=27.6874&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Parameters from Valenti & Fischer 2005
HD30090,4.77414479,71.61217192,42.34856041,-3.68,70.45,14.91,67.1,23.62,6.53,G3IV,1,0.05,,1800,,1200,,,3.24,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=71.61217185&d=42.34856041&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Amber's target
HD32147,5.0136111,75.2041665,-5.753675,550.12,-1109.23,114.84,8.7,21.671,6.21,K3,1,0.05,,1800,,,2.78,4.75,2.42,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=75.2041665&d=-5.753675&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD32923,5.1241687,76.8625305,18.64505,0,0,0,8000.0,0,5.01,G4,1,0.05,,1800,,,11.13,28.13,0.8,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=76.8625305&d=18.64505&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD34411,5.3190207,79.7853105,40.09905,0,0,0,8000.0,0,4.7,G0,1,0.05,,1800,,,8.46,27.24,0.6,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=79.7853105&d=40.09905&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,"JTW: 3 m/s trend, only a few dozen CPS observations"
HD34721,5.31402,79.7103,-18.13005,0,0,0,8000.0,0,5.96,G0,1,0.05,,1800,,,9.83,23.02,1.92,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=79.7103&d=-18.13005&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD36003,5.4739153,82.1087295,-3.49956,0,0,0,8000.0,0,7.642,K5,1,0.05,,1800,,,,,9.03,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=82.1087295&d=-3.49956&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD3651,0.6560573,9.8408595,21.25047,-461.32,-370.02,90.42,11.1,-33.28,5.88,K0,1,0.05,,1800,,,5.02,15.46,1.78,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=9.8408595&d=21.25047&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Parameters from Valenti & Fischer 2005
HD37008,5.636628,84.54942,51.44574,0,0,0,8000.0,0,7.73,K2,1,0.05,,1800,,,4.1,12.34,9.79,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=84.54942&d=51.44574&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD37601,5.717131583,85.75697375,56.5815236,15.29,29.2,16.9,59.2,-31.69,6.05,K0III,1,0.05,,1800,,2280,84.35,1700.46,2.08,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=85.756973745&d=56.5815236&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Amber's target
HD3765,0.6803527,10.2052905,40.18717,0,0,0,8000.0,0,7.36,K2,1,0.05,,1800,,,3.6,6.35,6.97,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=10.2052905&d=40.18717&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,"Parameters from Valenti & Fischer 2005, JTW: 3.2 yr period signal, quiet star w/activity cylce, good MINERVA target"
HD37799,5.72049966,85.807495,41.6962993,63.02,-101.4,11.27,88.7,9.34,6.81,G0,1,0.05,,1800,,1560,,,4.2,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=85.8074949&d=41.6962993&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Amber's target
HD38230,5.7671907,86.5078605,37.28465,0,0,0,8000.0,0,7.36,K0,1,0.05,,1800,,,4.19,7.72,6.97,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=86.5078605&d=37.28465&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Parameters from Valenti & Fischer 2005
HD38529,5.7763647,86.6454705,1.1681944,-79.12,-141.84,25.46,39.3,30.21,5.938,,1,0.05,,1800,,,24.54,55.7,1.88,0,0,1,0,0,,,,,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=86.6454705&d=1.1681944&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,"known planets (b=12.26 mj, c=0.803 mj), NOT IN ETA EARTH"
HD38858,5.809706,87.14559,-4.09465,0,0,0,8000.0,0,5.966,G4,1,0.05,,1800,,,5.16,15.14,1.93,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=87.14559&d=-4.09465&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD40397,5.9726487,89.5897305,-4.65067,0,0,0,8000.0,0,6.984,G0,1,0.05,,1800,,,5.04,10.15,4.93,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=89.5897305&d=-4.65067&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
HD4256,0.7513593,11.2703895,1.78552,0,0,0,8000.0,0,8.001,K2,1,0.05,,1800,,,2.2,3.23,12.57,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=11.2703895&d=1.78552&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,Parameters from Valenti & Fischer 2005
HD42618,6.2001573,93.0023595,6.78307,0,0,0,8000.0,0,6.839,G4,1,0.05,,1800,,,5.27,15.8,4.31,0,0,1,0,0,,,,x,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=93.0023595&d=6.78307&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,,,,,,
