name,ra (J2000 hrs),radeg (J2000 deg),dec (J2000 deg),pmra (mas/yr),pmdec (mas/yr),parallax (mas),distance (pc),rv (km/s),vmag (Johnson V),sptype,bad_priority,priority,vsini (km/s),exptime (sec),maxobs,seplimit,pmodeperiod(min),Amp P-mode (cm/s),fauexptime (sec),acquisition_offset_north (arcsec),acquisition_offset_east (arcsec),iodine,active,dtactive,tc,period,t14,Howard (2010),finder,mstar,rstar,rpearth,mpearth,k,comment
TOI1661,5.8983978,88.475966,30.44606,1.027,-4.059,0.0959,10427.529,0,10.208,,0.17953317,0.0089766585,,1800,3,60,,,5,0,0,1,1,0,2459547.065,2.0492074,3.417,S,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=88.475967&d=30.44606&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1,1,3.5006548,12.212822,6.1484001,6.1484001 m/s RV semi-amplitude. disposition=PC. Gaia Teff = 8000 K; Gaia distance from parallax may not be reliable; host likely giant; strong centroid offset in SPOC
TOI1662,6.2212602,93.318904,63.685005,-4.655,1.683,4.4072,226.90143,0,10.014,,1.3408165,0.067040825,,1800,3,60,,,5,0,0,1,1,0,2458818.586,2.60943,1.463,S,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=93.318903&d=63.685005&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.3,1.54,9.8521411,70.757495,27.588813,"27.588813 m/s RV semi-amplitude. disposition=NPC. ""large;  non-synchronized stellar activity; secondary (200ppm); SG1 detects event on target, but aperture includes neighbor 7"""" E.; Another observation detects event in the 7"""" neighbor, which could be a giant planet itself."""
TOI1710,6.2855892,94.283837,76.210781,59.837,55.61,12.2823,81.417975,-39.4,9.545,,0.59590388,0.029795194,,1800,3,60,,,5,0,0,1,1,0,2459371.198,24.283372,5.229,S,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=94.283838&d=76.210781&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.003,0.968,5.7444955,28.314943,6.2398317,"6.2398317 m/s RV semi-amplitude. disposition=VPC. ""TFOP under investigation; SG1 detects event on target."""
TOI1717,6.9752364,104.62855,67.677294,1.214,9.711,5.2886,189.08596,-2.19,9.875,,0.01,0.0005,,1800,3,60,,,5,0,0,1,1,0,2458843.547,4.0521731,2.6166253,S,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=104.628546&d=67.677294&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.12,1.463,14.768208,36326.44,12698.506,"12698.506 m/s RV semi-amplitude. disposition=VPC. ""star has pulsation pattern; SG1 detects event on target, ruling out the 3"""" neighbor."""
TOI1718,7.4678684,112.01803,30.322403,-22.04,-155.884,19.09,52.383447,-13.93,8.96,,1.0677874,0.05338937,,1800,3,60,,,5,0,0,1,1,0,2459574.343,5.5870439,2.953,S,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=112.018026&d=30.322403&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,0.952,0.92,4.4878001,18.62006,6.9336848,6.9336848 m/s RV semi-amplitude. disposition=CPC. SG1 clears the field of NEBs.
TOI1722,7.6230142,114.34521,61.154178,-8.62,-58.853,7.3018,136.95253,28.36,10.025,,0.28275976,0.014137988,,1800,3,60,,,5,0,0,1,1,0,2458844.111,9.6066658,3.9346124,S,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=114.345213&d=61.154178&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.113,1.116,4.8515255,21.254093,5.9528323,5.9528323 m/s RV semi-amplitude. disposition=PC. Possible secondary
TOI1723,7.7864799,116.7972,68.476631,5.04,12.326,9.899,101.02031,-25.52,9.664,,0.26092845,0.0130464225,,1800,3,60,,,5,0,0,1,1,0,2458852.703,13.726345,4.7729074,S,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=116.7971985&d=68.476631&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.052,1.09,3.4796024,12.088387,3.121152,3.1211520 m/s RV semi-amplitude. disposition=PC.
TOI990,8.1275703,121.91355,-5.7700712,-3.806,-1.406,2.1186,472.00982,0,10.195,,11.499539,0.57497695,,1800,3,60,,,5,0,0,1,1,0,2459247.072,4.587373,4.5,S,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=121.9135545&d=-5.7700712&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.74,1.87,12.786997,1419.5725,377.03368,"377.03368 m/s RV semi-amplitude. disposition=VPC?. ""ephemerides match to M dwarf 88684237 where Rp=7.9 in s7 QLP; SG1 probably detects event on target."""
TOI1712,8.5297134,127.9457,44.832343,-1.527,-6.598,1.7129,583.80524,9.43,10.447,,0.01,0.0005,,1800,3,60,,,5,0,0,1,1,0,2458843.665,3.56681,4.241,S,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=127.945701&d=44.832343&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.801,3.23,22.44896,58432.829,15528.066,"15528.066 m/s RV semi-amplitude. disposition=APC. ""Hot host star; the planet could be inflated because of the high stellar insolation; Gaia parallax is 1.7; SG1 clears the field of NEBs and possibly detects event on target."""
TOI986,8.0070294,120.10544,10.343872,-4,-1.715,2.4263,412.15019,0,10.256,,0.94483304,0.047241652,,1800,3,60,,,5,0,0,1,1,0,2459500.209,0.54762934,1.5170056,S,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=120.105441&d=10.343872&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.53,1.705,9.438412,65.786942,38.722597,"38.722597 m/s RV semi-amplitude. disposition=APC. ""V shaped; HATNet does not detect the event but also finds no NEBs down to r=14.; SG1 detects event on target, but strong chromaticity (depth~0 in B, 3 ppt in zs) suggests a blended EB."""
HIP41378,8.441069192,126.6160379,10.0803706,-48.002,0.062,9.436,105.9771089,50.42,8.92,,100,5,,1800,3,,,,5,0,0,1,1,0,2457186.914,542.07975,0.7915833333,S,https://archive.stsci.edu/cgi-bin/dss_search?v=poss2ukstu_red&r=126.61603787535&d=10.0803706042&e=J2000&h=15.0&w=15.0&f=gif&c=none&fov=NONE&v3=,1.261,1.30883,9.2,60,10,DT event
