PPM,DM,vmag,sptype,ra (hrs),dec (deg),pmra (mas/yr),pmdec (mas/yr),ura (mas),udec (mas),upmra (mas/yr),upmdec (mas/yr)
1356,CD-34 1626,6.37,A3V,4.3175,-33.905,17,-6,0,0,0,0
5498,BD+01 2972,5.69,B9.5V,14.75838889,0.717222222,-38,-7,0,0,0,0
8185,CP-55 9586,6.12,F1III,21.43761111,-54.66055556,4,36,0,0,0,0
6482,BD+37 2878,5.47,A0Vn,17.39463889,37.14666667,-41,4,0,0,0,0
7097,BD+10 3685,6.55,K5III+K3III,18.846,10.97638889,23,9,0,0,0,0
6021,CP-54 7245,4.94,G8III,16.22463889,-54.63055556,-2,-24,0,0,0,0
6163,CD-3411112,4.16,K6III,16.60625,-35.25555556,22,0,0,0,0,0
3499,CP-78  372,5.47,B8V,8.68875,-78.96333333,-31,26,0,0,0,0
1785,BD-02 1235,3.36,B1V+B2e,5.407944444,-2.396944444,2,0,0,0,0,0
6038,BD-03 3891,6.25,A1V,16.21569444,-4.220833333,-32,-15,0,0,0,0
1844,BD+16  794,5.46,B7IIIe,5.537277778,17.05805556,-2,-9,0,0,0,0
5324,CP-82  601,6.42,B8Ve,14.40647222,-82.84861111,1,-19,0,0,0,0
4889,BD+84  289,5.85,A0V+A2V,12.8185,83.41805556,-26,22,0,0,0,0
7641,CP-67 3703,6.07,G3V,20.09244444,-67.32083333,844,-672,0,0,0,0
1954,BD-10 1258,6.52,B9.5IIIpSi4200,5.679444444,-10.40944444,-30,-30,0,0,0,0
7247,BD-19 5312,5.54,B2Ve,19.13797222,-19.29,6,8,0,0,0,0
8921,BD-05 5999,6.25,K3III,23.49225,-4.532777778,183,-232,0,0,0,0
1422,BD+39 1013,6.26,B8V,4.523333333,40.01027778,-6,-14,0,0,0,0
663,BD-07  393,5.51,G8.5III,2.283055556,-6.422222222,93,-108,0,0,0,0
6670,BD+40 3228,6.04,gK4,17.86797222,39.98222222,-11,54,0,0,0,0
7392,BD+88  112,6.38,M1III,17.28244444,89.03777778,-23,-4,0,0,0,0
6989,BD+11 3530,6.42,B9V,18.62016667,11.42166667,-21,-11,0,0,0,0
2223,CD-29 2883,6.54,B7V,6.225916667,-29.39611111,-25,-13,0,0,0,0
6645,CD-3412170,5.84,G8III,17.87213889,-34.41666667,-1,3,0,0,0,0
3081,CD-38 3769,4.49,B2.5V,7.877416667,-38.86305556,-2,-6,0,0,0,0
1214,BD-12  752,6,A5pSrCrEu,3.921194444,-12.09916667,-55,-40,0,0,0,0
5460,CP-64 2977,3.19,ApSrEuCr:,14.70844444,-64.97527778,-192,-232,0,0,0,0
972,BD+32  591,6.31,F4V vw,3.263055556,32.85638889,-35,9,0,0,0,0
577,BD+71  117,3.98,A2V,2.05725,72.42138889,-45,22,0,0,0,0
2070,CP-64  486,6.36,G8III,5.856388889,-64.03361111,-11,16,0,0,0,0
1842,BD+18  875,4.38,M2Iab-Ib,5.536888889,18.59444444,2,-1,0,0,0,0
679,BD+49  640,5.59,B9pSi,2.3495,50.15138889,34,-27,0,0,0,0
4267,BD+26 2152,6.35,K0,10.94288889,25.5,-25,-15,0,0,0,0
1137,BD+23  505,5.46,B7IV,3.746722222,24.28944444,11,-46,0,0,0,0
7580,BD+36 3744,6.1,K4III,19.87119444,36.43222222,2,0,0,0,0,0
2391,BD+61  893,5.94,G8IV-V,6.628166667,61.48111111,-209,-274,0,0,0,0
2375,BD+11 1213,6.03,K0III,6.539805556,11.67361111,10,-31,0,0,0,0
7911,BD+19 4484,6.45,G5V,20.67922222,19.93527778,122,304,0,0,0,0
2664,CD-43 2906,5.54,G3V,7.065916667,-43.60805556,-105,386,0,0,0,0
6431,BD+06 3386,6.51,F0-2IV-Vn,17.31466667,6.085277778,20,6,0,0,0,0
7627,CD-4513549,5.81,A8III,20.01341667,-45.11305556,0,2,0,0,0,0
6623,BD+39 3219,6.68,K3III+F7V,17.76625,39.3225,12,16,0,0,0,0
3021,CP-72  627,3.95,K0III,7.697,-72.60611111,30,18,0,0,0,0
5156,BD+04 2775,5.36,K2III,13.71769444,3.538055556,-291,-71,0,0,0,0
4456,BD+21 2331,6.45,G9III,11.58438889,20.44138889,-59,-5,0,0,0,0
2410,BD+04 1335,6.55,B9III,6.6,4.4975,-21,-5,0,0,0,0
8361,BD+19 4814,6.39,K0III+F7V,21.90483333,19.71833333,-34,-8,0,0,0,0
3727,CD-45 5099,5.75,G6-8III,9.373333333,-46.0475,4,27,0,0,0,0
5273,BD-04 3614,6.39,K0,14.07072222,-5.381388889,-9,-11,0,0,0,0
8581,BD+28 4389,6.35,A5m,22.52616667,29.54277778,-44,-29,0,0,0,0
7408,BD-21 5410,6.13,A2,19.515,-21.31222222,12,-17,0,0,0,0
2452,CD-23 4172,6.05,A0,6.660083333,-23.69555556,13,-2,0,0,0,0
4929,BD+11 2529,2.83,G8IIIab,13.03627778,10.95916667,-273,20,0,0,0,0
5196,BD+40 2694,7.4,M6IIIe,13.81588889,39.54277778,23,-2,0,0,0,0
3892,CP-55 2548,6.06,K0III,9.811111111,-56.41194444,-56,14,0,0,0,0
6200,BD+12 3063,6.08,A3Vn,16.68094444,12.395,-26,-10,0,0,0,0
1258,BD+49 1101,4.29,A0IVn,4.109722222,50.35138889,-15,-36,0,0,0,0
2906,CD-23 5709,5.83,dF4,7.571833333,-23.47361111,-95,2,0,0,0,0
3389,BD+03 2014,6.33,G9III,8.59025,2.743611111,-6,7,0,0,0,0
2319,CP-52  913,5.98,G8III,6.393805556,-52.18111111,-25,-23,0,0,0,0
3932,CD-50 4662,6.37,B2IV-V,9.939416667,-51.33611111,-4,-7,0,0,0,0
4426,BD+81  373,6.15,A2m,11.53066667,81.12722222,-149,32,0,0,0,0
5187,CD-41 8171,3.41,B2IV,13.82508333,-41.68777778,-22,-21,0,0,0,0
5293,CD-50 8294,6,B9IV,14.15972222,-51.50472222,-30,-7,0,0,0,0
5944,BD+27 2558,4.15,K2IIIab,15.95980556,26.87777778,-76,-61,0,0,0,0
1179,BD-00  602,5.91,K3III,3.810805556,0.227777778,63,-6,0,0,0,0
6885,CD-3015661,5.6,K0III-IV,18.41708333,-30.75666667,-123,-72,0,0,0,0
5069,BD+14 2621,4.98,G4V,13.47383333,13.77888889,-236,-577,0,0,0,0
1656,BD+24  755,5.5,B2V,5.135166667,24.26527778,0,-4,0,0,0,0
2168,CD-42 2343,6.12,Am,6.111388889,-42.29861111,-33,3,0,0,0,0
1066,BD+45  778,5.31,F4III,3.540638889,46.05694444,-54,-79,0,0,0,0
4715,CD-40 7281,6.25,K2-3III,12.41241667,-41.38416667,-64,-71,0,0,0,0
4228,CP-79  554,5.47,K0III,10.75436111,-80.46972222,-38,-33,0,0,0,0
724,CD-31  990,6.11,K2IIICNII,2.4765,-31.1025,-34,-19,0,0,0,0
2929,BD-14 2053,6.53,B9IIIe,7.627472222,-14.44111111,14,-4,0,0,0,0
6434,BD+49 2614,7.48,K2,17.28016667,49.69111111,23,2,0,0,0,0
6947,BD+20 3821,6.5,G8IV,18.51155556,20.81527778,11,-258,0,0,0,0
8497,BD-09 5948,5.79,gK3,22.28127778,-9.04,-47,-9,0,0,0,0
4059,BD+84  234,5.5,F0IV,10.49486111,84.25222222,-129,-32,0,0,0,0
608,BD-01  285,5.93,G5II-III+G5V,2.063388889,-0.340277778,79,-46,0,0,0,0
5217,BD+12 2635,6.04,A1V,13.87177778,12.16527778,28,-5,0,0,0,0
1977,BD-20 1171,6.34,G0,5.741222222,-20.12638889,-16,46,0,0,0,0
5,BD+57 2865,5.96,G5V,0.104444444,58.43666667,263,30,0,0,0,0
5274,BD-14 3863,6.28,G6III,14.07416667,-14.97166667,-36,-19,0,0,0,0
5137,CP-58 5059,5.38,B9III,13.70030556,-58.78722222,-35,-10,0,0,0,0
4486,CD-24 9867,6.42,G5,11.65011111,-24.72111111,33,-241,0,0,0,0
2642,BD+47 1391,6.38,B9IIIn,7.085833333,47.775,-1,-4,0,0,0,0
8838,BD-04 5852,5.55,A3V,23.25952778,-3.496388889,-7,-3,0,0,0,0
8089,CP-70 2835,5.02,M1-2III,21.22236111,-70.12638889,40,-25,0,0,0,0
5377,CP-52 7195,6,K1III,14.39677778,-53.17666667,-71,-24,0,0,0,0
828,BD+36  566,6.45,F6III-IV,2.824194444,37.32611111,9,-16,0,0,0,0
1326,BD+20  724,4.94,A3m,4.287666667,20.57861111,-44,-58,0,0,0,0
8116,BD+59 2334,5.64,B0II,21.19672222,59.98638889,0,-5,0,0,0,0
963,BD+41  638,6.07,K2III,3.249083333,42.50388889,70,12,0,0,0,0
2754,BD+31 1529,6.24,A0Vn,7.301138889,30.95583333,-4,-28,0,0,0,0
1684,BD-02 1165,5.9,F5V,5.188666667,-2.490833333,79,1,0,0,0,0
8814,BD-15 6360,6.42,A0Vn,23.16377778,-14.51055556,31,-9,0,0,0,0
8438,BD+24 4540,6.11,F1IV,22.13811111,25.54361111,-38,-37,0,0,0,0
3812,BD+36 1979,5.41,G8V,9.594333333,35.81027778,-706,-241,0,0,0,0
4065,BD-17 3129,6.51,F3III-IV,10.35216667,-17.985,-51,-28,0,0,0,0
8797,BD+20 5278,5.99,A5V,23.12463889,21.13416667,108,-52,0,0,0,0
5557,CD-50 8939,6.64,M2III,14.95038889,-51.44694444,-76,-9,0,0,0,0
7714,BD+00 4444,6.27,B9pCrEu:Sr:,20.20977778,0.8675,10,-14,0,0,0,0
2106,BD-01 1083,6.63,B8IIIn,5.993805556,-1.444444444,-9,-20,0,0,0,0
1147,BD-00  593,5.55,K4III,3.749027778,-0.296666667,57,-1,0,0,0,0
5505,CD-37 9686,5.94,K3III,14.78475,-38.29083333,52,-90,0,0,0,0
7081,BD-06 4922,5.99,K2Ib,18.82805556,-5.912777778,5,-6,0,0,0,0
7345,BD-08 4950,6.31,B3IVp,19.37241667,-8.201111111,-13,-24,0,0,0,0
514,CD-27  595,6.39,F2Vn,1.766944444,-27.34916667,95,-52,0,0,0,0
8832,BD-06 6170,4.22,M1.5III,23.23872222,-6.048888889,42,-196,0,0,0,0
5401,BD+52 1804,4.05,F7V,14.41994444,51.85083333,-236,-397,0,0,0,0
2701,CD-25 4120,5.69,B2.5IV,7.161916667,-25.23111111,-12,6,0,0,0,0
2685,CD-26 3880,6.62,B2IV-V,7.116694444,-26.65777778,16,-32,0,0,0,0
3239,CD-35 4365,5.78,K1III,8.237,-35.49055556,-55,8,0,0,0,0
6740,CD-5011720,3.66,B2Ib,18.11052778,-50.09166667,-10,-14,0,0,0,0
1576,BD-16  991,5.7,gG9,4.918555556,-16.74055556,8,1,0,0,0,0
2741,BD+00 1871,6.41,G5III,7.255361111,-0.161388889,-20,-2,0,0,0,0
1480,BD-12  955,5.01,A2IV,4.648222222,-12.12305556,-53,-11,0,0,0,0
254,CP-63   83,5.7,M4III,0.893861111,-62.87138889,73,4,0,0,0,0
7150,CD-3713001,4.87,F2V,18.97872222,-37.1075,-132,-105,0,0,0,0
1676,BD-08 1040,4.27,B2IVne,5.152444444,-8.754166667,2,-4,0,0,0,0
6438,BD-19 4605,6.52,G3IV,17.34283333,-19.33277778,-151,-102,0,0,0,0
4213,CD-48 5913,2.69,G5III+G2V,10.7795,-49.42,74,-48,0,0,0,0
8520,BD+45 3894,4.57,B6V,22.35044444,46.53666667,23,5,0,0,0,0
7260,BD+35 3485,5.28,B6IV,19.12169444,36.10027778,1,-4,0,0,0,0
3121,BD+25 1812,5.83,gG8,8.015527778,25.39277778,14,6,0,0,0,0
3713,CD-37 5668,6.05,K3/4III,9.341555556,-37.58138889,-17,-18,0,0,0,0
8284,BD+00 4770,5.67,K2III,21.70280556,1.285277778,1,-7,0,0,0,0
294,BD+60  158,5.84,F6V,1.072111111,61.58027778,-70,-22,0,0,0,0
8547,BD+77  860,6.76,B9,22.39480556,78.24333333,-8,18,0,0,0,0
649,BD-21  396,5.86,G9III,2.216916667,-21.00027778,50,35,0,0,0,0
3802,BD-06 2939,6.24,K0,9.555583333,-7.19,-33,-12,0,0,0,0
3693,CP-57 1961,4.34,M1III,9.270055556,-57.54138889,-14,-7,0,0,0,0
1728,BD-17 1069,6.56,B3IV,5.280027778,-17.14166667,-12,22,0,0,0,0
6772,BD+30 3128,5.04,F7V,18.11708333,30.56194444,-94,71,0,0,0,0
3364,BD-19 2438,5.42,A0V,8.52525,-19.5775,-33,-7,0,0,0,0
73,CD-43   64,6.33,K2III,0.311833333,-43.23527778,56,12,0,0,0,0
5530,BD+46 1993,5.74,F7IV w,14.82186111,46.11611111,-2,-76,0,0,0,0
8722,BD+11 4904,6.51,A3V s,22.94763889,11.84833333,63,-9,0,0,0,0
6455,BD+32 2896,5.39,G0V,17.34433333,32.46777778,137,-1041,0,0,0,0
8651,BD+38 4855,5.95,K5III+K2III,22.73477778,39.46555556,7,-21,0,0,0,0
8614,BD+44 4185,6.4,G2III+A4V,22.63819444,45.18305556,3,0,0,0,0,0
28,BD+56   11,6.74,B7IV,0.174916667,57.16555556,23,6,0,0,0,0
6375,BD-15 4467,2.43,A2V,17.17297222,-15.72472222,39,98,0,0,0,0
2321,BD-01 1242,5.87,A3Vn,6.444333333,-1.507222222,-7,-26,0,0,0,0
7758,BD-19 5776,5.28,K3II,20.32322222,-19.11861111,9,-9,0,0,0,0
3284,BD+42 1859,6.02,K5III,8.411888889,42.005,15,7,0,0,0,0
5036,CD-47 8261,6.38,B6IV,13.38405556,-48.56277778,-6,-1,0,0,0,0
3726,CD-39 5446,6.54,K1III,9.376861111,-39.77472222,-63,74,0,0,0,0
5931,BD-20 4364,5.85,B3V,15.96122222,-20.98305556,-16,-18,0,0,0,0
8013,BD+80  672,5.39,K1III,20.79261111,80.55222222,-31,-37,0,0,0,0
7517,BD+07 4210,5.91,A3IV,19.76108333,7.613333333,53,2,0,0,0,0
8692,BD+59 2615,6.43,B9III,22.98583333,59.81472222,3,5,0,0,0,0
1008,BD+48  899,5.29,B5V,3.387,49.21333333,22,-20,0,0,0,0
9058,CP-82  907,5.73,K0III,23.95908333,-82.17,-35,-26,0,0,0,0
4502,BD+23 2375,6.59,F2IV-V,11.70144444,22.21083333,-92,-63,0,0,0,0
6829,CD-3612423,3.11,M3.5III,18.29377778,-36.76166667,-128,-167,0,0,0,0
1999,BD+24  970,4.86,G8III,5.816944444,24.5675,-4,-23,0,0,0,0
537,BD+54  408,6.45,A5m,1.896805556,55.59805556,49,1,0,0,0,0
3222,CD-39 4084,4.45,K3Ib,8.189305556,-39.61861111,0,-4,0,0,0,0
5801,BD+16 2807,5.93,F3V,15.60813889,16.11888889,76,-7,0,0,0,0
7356,BD+25 3811,5.18,B6III,19.38080556,26.2625,-1,-10,0,0,0,0
4499,CD-42 7155,5.55,A0V,11.68883333,-43.09583333,-82,3,0,0,0,0
5453,CD-38 9529,6.02,K3III,14.63877778,-38.79416667,66,-23,0,0,0,0
7475,BD+48 2922,6.47,G6V,19.63241667,49.28444444,36,144,0,0,0,0
6990,BD-00 3521,5.75,A1V+A1V,18.62666667,-0.309444444,16,-19,0,0,0,0
5575,BD-10 3994,6.6,A1V,14.97038889,-11.155,-11,-14,0,0,0,0
6180,BD+46 2194,5.79,G8II,16.60311111,46.61333333,-11,4,0,0,0,0
2066,CD-42 2205,6.55,K3III,5.889694444,-42.92138889,12,9,0,0,0,0
7498,BD+60 1991,6.51,A5V,19.67027778,60.50722222,-8,-5,0,0,0,0
809,BD+11  377,5.18,A7III-IV,2.749333333,12.44583333,122,-84,0,0,0,0
1195,BD+48 1015,5.76,K0III,3.894083333,48.65055556,36,-29,0,0,0,0
3299,CP-71  678,5.65,A0IVMn,8.333527778,-71.50527778,-8,44,0,0,0,0
6826,CP-75 1417,5.47,A0V,18.39336111,-75.04416667,-6,30,0,0,0,0
5702,CD-3510236,3.56,K5III,15.36344444,-36.26138889,-89,-84,0,0,0,0
358,BD+06  174,5.24,A7IV,1.228861111,7.575277778,144,-56,0,0,0,0
3884,CP-58 1640,6.22,F5IV,9.765388889,-58.79416667,-123,59,0,0,0,0
9091,BD+65 1987,5.86,G8III,0.043361111,66.09888889,10,-1,0,0,0,0
2243,BD+01 1278,6.63,B6V,6.272555556,1.080277778,16,-8,0,0,0,0
8657,BD+18 5046,6.25,gG6,22.75783333,19.36666667,-26,56,0,0,0,0
7399,BD+57 1999,6.6,B8IVHe wk,19.42963889,58.02722222,-4,8,0,0,0,0
4022,CP-65 1273,5.16,Am,10.22516667,-66.37305556,-39,4,0,0,0,0
8667,BD-20 6486,5.26,G7III,22.79252778,-19.61333333,-101,-204,0,0,0,0
6356,BD+10 3142,6.37,G8III-IV,17.10363889,10.45416667,49,18,0,0,0,0
4301,CP-80  509,6.71,F7IV,10.98691667,-81.55611111,-160,73,0,0,0,0
8548,BD+03 4710,4.79,K0III,22.46430556,4.695555556,81,-308,0,0,0,0
9103,CP-73 2346,7.31,F2V,0.075194444,-72.89777778,10,-54,0,0,0,0
8893,CD-4315360,6.1,K3III,23.39594444,-43.12444444,15,10,0,0,0,0
8892,CP-5410281,6.15,A4III,23.39841667,-53.80833333,59,-27,0,0,0,0
1723,BD+33 1000,4.54,K2.5IIIbFe-1,5.302972222,33.37166667,45,-160,0,0,0,0
2888,BD+32 1581,1.98,A1V,7.576666667,31.88833333,-171,-98,0,0,0,0
2028,BD-07 1187,5.35,B2IV-V,5.856111111,-7.518055556,-1,3,0,0,0,0
3602,CD-51 3430,5.23,B9Si,9.029055556,-52.18833333,-7,18,0,0,0,0
2828,BD-18 1825,6.24,A2Ib,7.414083333,-19.01222222,-21,5,0,0,0,0
5090,CP-64 2465,6.37,A0V,13.55991667,-65.6325,-48,-12,0,0,0,0
8703,BD+49 3962,6.46,B8V,22.88119444,50.41194444,19,-11,0,0,0,0
3141,BD+09 1843,6.22,G0IV,8.03075,8.913888889,-2,22,0,0,0,0
7793,BD+39 4159,2.2,F8Ib,20.37047222,40.25666667,4,0,0,0,0,0
1099,BD+14  586,6.39,A5IV,3.629944444,15.43083333,15,-20,0,0,0,0
383,BD+77   49,6.07,A0Iab,1.396333333,78.72583333,-9,-3,0,0,0,0
523,BD+47  508,5.82,A3V,1.821027778,47.89694444,-10,-2,0,0,0,0
193,BD+54  143,5.42,A2V s,0.754777778,55.22166667,-25,2,0,0,0,0
1242,CP-57  606,6.05,F2IV,3.978583333,-57.1025,29,6,0,0,0,0
578,BD+76   63,5.38,F0Vn,2.085388889,77.28138889,125,-56,0,0,0,0
3129,BD+25 1816,6.31,A1V,8.028833333,25.08972222,-21,20,0,0,0,0
1483,BD+59  826,6.5,A7IV,4.721694444,59.52083333,33,-49,0,0,0,0
5921,BD+20 3166,5.44,M0III,15.90961111,20.31083333,-82,43,0,0,0,0
7251,BD+28 3193,5.55,F0III,19.11047222,28.62861111,76,85,0,0,0,0
3455,BD+04 2029,6.37,B9.5III-IV,8.73325,4.334722222,-32,-5,0,0,0,0
7431,BD-12 5461,6.27,K0,19.59266667,-12.25277778,15,-6,0,0,0,0
7191,BD-05 4840,4.02,K1III,19.028,-5.738888889,-19,-33,0,0,0,0
6054,BD+06 3184,6.31,K2III,16.23708333,5.901944444,29,-12,0,0,0,0
4268,CP-59 2840,5.92,K0III,10.92144444,-60.51694444,-36,84,0,0,0,0
6006,BD+17 2965,6.25,K1III,16.13469444,17.05444444,-31,-28,0,0,0,0
867,BD+07  450,5.97,F7IV,2.937166667,8.381666667,68,-87,0,0,0,0
6016,CP-55 7229,5.81,F2III,16.22294444,-55.54083333,-105,-43,0,0,0,0
7959,BD+52 2799,6.33,K0,20.77255556,52.99527778,-81,-103,0,0,0,0
4432,BD+48 1952,6.42,G9IV,11.51469444,47.92916667,-229,-70,0,0,0,0
8715,BD+08 4961,4.9,A1V,22.92047222,8.815833333,79,14,0,0,0,0
8542,BD-17 6521,6.35,G1V,22.44288889,-16.7425,223,-3,0,0,0,0
392,BD+36  237,5.58,A2Vm,1.394611111,37.715,83,-22,0,0,0,0
4544,BD-11 3190,6.35,F1III-IV,11.85608333,-12.18777778,-238,48,0,0,0,0
8058,CP-73 2192,5.68,F8-G0V,21.15619444,-73.17305556,432,-331,0,0,0,0
7218,BD-05 4858,6.9,C5II,19.07338889,-5.685,20,-5,0,0,0,0
9086,BD-06 6345,4.41,M3III,0.032666667,-6.014166667,51,-41,0,0,0,0
8494,CD-2317344,6.17,G5,22.28327778,-23.14,84,-55,0,0,0,0
7015,BD+62 1637,5.74,A0V,18.62597222,62.52666667,-5,51,0,0,0,0
123,CD-49  115,4.77,A0V,0.523611111,-48.80361111,143,17,0,0,0,0
5819,CD-3012431,6.34,K2III,15.67094444,-31.21361111,-61,-20,0,0,0,0
2915,BD+06 1729,5.91,G0V,7.609638889,5.861666667,-111,11,0,0,0,0
1763,CD-34 2198,6.34,F2IV-V,5.339055556,-34.69888889,-7,-4,0,0,0,0
6032,BD+17 2982,6.08,A0V,16.19130556,16.66555556,3,4,0,0,0,0
2480,BD+43 1595,5.25,G0V,6.778972222,43.5775,-2,165,0,0,0,0
7976,CD-3315245,6.04,A2Vn,20.86633333,-33.17722222,15,14,0,0,0,0
8878,BD+61 2427,6.45,K1V,23.33730556,61.97,3,-13,0,0,0,0
4702,BD+25 2498,6.19,A0V,12.36966667,24.77388889,-62,-8,0,0,0,0
5232,BD+19 2725,2.68,G0IV,13.91141667,18.39777778,-63,-358,0,0,0,0
4116,BD+00 2663,5.09,B6V,10.50486111,-0.636944444,-40,-23,0,0,0,0
8990,CD-4515114,6.09,K1III-IV,23.73372222,-45.08333333,338,-6,0,0,0,0
6292,CP-5210372,4.06,K4IIIab,16.99308333,-53.16055556,4,17,0,0,0,0
1067,BD-05  674,4.73,B9V s,3.510305556,-5.075277778,14,7,0,0,0,0
3003,CP-58  967,6.43,B2.5V,7.702833333,-58.63083333,-1,3,0,0,0,0
4707,CP-66 1752,6.36,G8-K0IV,12.38716667,-67.63166667,-759,254,0,0,0,0
8487,BD+62 2053,6.11,B8Vn,22.23041667,63.1625,-20,-3,0,0,0,0
8699,CP-70 2971,6.05,G2-3IV,22.91094444,-70.07361111,-50,72,0,0,0,0
285,CD-39  260,5.59,K0III,1.02175,-38.91666667,69,45,0,0,0,0
7690,BD+08 4344,6.43,F3V,20.13063889,9.399722222,47,22,0,0,0,0
7254,CD-3613355,6.56,A0IV,19.16011111,-36.16472222,-8,-13,0,0,0,0
3308,BD+27 1612,6.3,A3V,8.446388889,26.93527778,-16,-3,0,0,0,0
8631,BD+10 4797,3.4,B8V,22.69102778,10.83138889,80,-13,0,0,0,0
3481,BD-13 2673,4.32,G8-IIIFe-1,8.772916667,-13.54777778,16,-11,0,0,0,0
3763,CD-37 5817,6.19,A7Vn,9.487861111,-38.40388889,-85,-13,0,0,0,0
7505,CD-3215443,5.52,B8V,19.767,-31.90861111,5,-17,0,0,0,0
6133,BD+00 3529,5.39,K4IIIp,16.47611111,0.665,4,-67,0,0,0,0
7420,CD-4013356,5.89,A3III,19.56902778,-40.03472222,5,-5,0,0,0,0
5638,CD-2510758,5.76,K0III,15.17183333,-26.33277778,-32,-10,0,0,0,0
6622,BD+38 2997,6.52,K0,17.76491667,38.88138889,3,-28,0,0,0,0
8309,BD+58 2314,6.08,K1III,21.71261111,59.27111111,-3,10,0,0,0,0
4331,CD-27 7886,5.44,A1V,11.14552778,-28.08055556,-80,-16,0,0,0,0
3476,CD-36 4980,5.76,B2III,8.74775,-37.14722222,-8,1,0,0,0,0
5521,BD+24 2779,6.14,F2-6V,14.80647222,24.36666667,-110,45,0,0,0,0
3056,BD+02 1808,5.14,B8II,7.861666667,1.766944444,-16,-3,0,0,0,0
7960,BD+35 4267,4.53,B5Ve,20.79013889,36.49083333,9,-5,0,0,0,0
610,CD-29  706,4.69,B9.5pSi,2.074833333,-29.29694444,12,8,0,0,0,0
3181,BD+14 1831,6.27,F3V,8.145111111,13.64083333,-1,-17,0,0,0,0
275,BD+70   65,6.39,A4IV,1.008611111,70.98305556,82,0,0,0,0,0
6495,BD+07 3368,6.06,B9.5V+G0V,17.43861111,7.595555556,0,-5,0,0,0,0
5335,BD-05 3843,4.08,F6III,14.26691667,-6.000555556,-4,-432,0,0,0,0
4152,BD-09 3108,6.57,F0V,10.60483333,-10.58333333,18,-33,0,0,0,0
6532,CD-3212935,5.7,O7V+O7V,17.57847222,-32.58166667,8,-5,0,0,0,0
8903,BD-21 6420,4.39,K5III,23.43411111,-20.64194444,-52,-58,0,0,0,0
6424,CD-4411595,6.65,B9.5V+A6III,17.32347222,-44.22305556,-7,-15,0,0,0,0
8219,BD-19 6107,6.57,F0V,21.49988889,-19.14777778,34,-45,0,0,0,0
5798,CD-2511000,6.19,B7IV,15.62458333,-26.28,-10,-23,0,0,0,0
5878,BD-02 4052,3.53,A0V,15.827,-3.430277778,-86,-24,0,0,0,0
4216,CP-63 1646,5.34,B6V,10.77125,-64.515,-25,-5,0,0,0,0
316,BD+12  135,6.12,G8III,1.109333333,12.95611111,19,23,0,0,0,0
99,BD-00   63,6.19,G8III,0.443722222,-0.049722222,73,-1,0,0,0,0
6924,BD+72  839,3.57,F7V,18.35094444,72.73277778,532,-350,0,0,0,0
6355,BD+09 3322,6.37,K5III,17.10269444,9.733333333,23,-8,0,0,0,0
4278,BD+12 2284,6.55,F5V,10.99475,11.70583333,-228,44,0,0,0,0
4438,CP-58 3692,5.13,G30-Ia,11.52947222,-59.44222222,-5,-5,0,0,0,0
8140,BD+38 4431,4.23,B9Iab,21.29027778,39.39472222,1,-3,0,0,0,0
8778,BD+14 4926,2.49,B9V,23.07936111,15.20527778,63,-42,0,0,0,0
574,BD+20  322,5.87,K0III-IV,1.99325,21.05833333,139,-22,0,0,0,0
2285,CD-34 2806,5.53,B1.5Ve,6.343416667,-34.14388889,5,28,0,0,0,0
5260,BD+28 2287,6.23,A7III,14.01958333,27.38666667,-80,17,0,0,0,0
2089,CD-31 2848,5.5,F2III,5.939138889,-31.3825,-2,6,0,0,0,0
1525,BD+32  840,5.86,A8m,4.821944444,32.58833333,18,-31,0,0,0,0
6712,BD-17 4987,6.28,K3III,18.02308333,-17.15694444,3,-5,0,0,0,0
6644,CD-3412165,5.9,B6V,17.87044444,-34.79916667,4,-4,0,0,0,0
1781,BD-07 1064,4.14,G8IIIFe-0.5,5.399111111,-7.808055556,-15,-43,0,0,0,0
2705,CD-27 3710,5.46,G8III,7.172055556,-27.49138889,-3,9,0,0,0,0
1368,BD+42  946,6.23,A1pSi,4.393305556,42.42805556,24,-32,0,0,0,0
986,BD+49  902,5.03,B5V,3.318777778,50.095,23,-25,0,0,0,0
6692,BD+37 2982,3.86,K1IIaCN+2,17.93755556,37.25055556,4,6,0,0,0,0
3937,CP-53 3075,3.54,B5Ib,9.947722222,-54.56777778,-10,3,0,0,0,0
7570,BD+24 3914,5.57,A1Ia,19.86711111,24.99222222,3,-5,0,0,0,0
4919,CD-32 9083,6.02,F0V,13.00905556,-33.50527778,-78,-79,0,0,0,0
1262,BD-13  806,5.61,gK0,4.072972222,-12.7925,10,13,0,0,0,0
7089,BD+24 3545,6.59,A1V,18.82066667,25.04638889,3,-14,0,0,0,0
23,CP-54   19,6.33,G4IV,0.150666667,-54.00194444,51,16,0,0,0,0
4030,BD+43 2005,3.45,A2IV,10.28494444,42.91444444,-164,-38,0,0,0,0
8661,CP-77 1554,6.73,A4V,22.82802778,-77.05055556,71,13,0,0,0,0
1303,BD+40  912,4.71,G5Ib+A2V,4.248138889,40.48361111,8,-26,0,0,0,0
558,BD+60  398,6.02,B5III,1.975916667,61.69805556,14,-8,0,0,0,0
6534,CD-4611661,4.59,A0V,17.59433333,-46.50555556,-28,-35,0,0,0,0
3385,CD-37 4850,6.49,B2.5V,8.555527778,-38.37111111,0,-7,0,0,0,0
