Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
02:32:45,TIC349488688,1800.0,20210918.TIC349488688.0014.fits,on,on,on,on,23,8.17,9.96
03:14:44,TOI1355,1800.0,20210918.TOI1355.0015.fits,on,on,on,on,23,8.17,9.96
03:56:05,TOI1355,1800.0,20210918.TOI1355.0016.fits,on,on,on,on,23,8.17,9.96
04:38:32,TOI1599_01,1200.0,20210918.TOI1599_01.0017.fits,on,on,on,on,23,8.17,9.96
04:59:11,TOI1599_01,1200.0,20210918.TOI1599_01.0018.fits,on,on,on,on,23,8.17,9.96
05:19:44,TOI1599_01,1200.0,20210918.TOI1599_01.0019.fits,on,on,on,on,23,8.17,9.96
05:40:18,TOI1599_01,1200.0,20210918.TOI1599_01.0020.fits,on,on,on,on,23,8.17,9.96
06:00:52,TOI1599_01,1200.0,20210918.TOI1599_01.0021.fits,on,on,on,on,23,8.17,9.96
06:31:37,TOI1599_01,1200.0,20210918.TOI1599_01.0022.fits,on,on,on,on,23,8.17,9.96
06:52:11,TOI1599_01,1200.0,20210918.TOI1599_01.0023.fits,on,on,on,on,23,8.17,9.96
07:12:45,TOI1599_01,1200.0,20210918.TOI1599_01.0024.fits,on,on,on,on,23,8.17,9.96
07:33:18,TOI1599_01,1200.0,20210918.TOI1599_01.0025.fits,on,on,on,on,23,8.17,9.96
07:53:52,TOI1599_01,1200.0,20210918.TOI1599_01.0026.fits,on,on,on,on,23,8.17,9.96
08:24:32,TOI1599_01,1200.0,20210918.TOI1599_01.0027.fits,on,on,on,on,23,8.17,9.96
08:45:06,TOI1599_01,1200.0,20210918.TOI1599_01.0028.fits,on,on,on,on,23,8.17,9.96
09:05:41,TOI1599_01,1200.0,20210918.TOI1599_01.0029.fits,on,on,on,on,23,8.17,9.96
09:26:14,TOI1599_01,1200.0,20210918.TOI1599_01.0030.fits,on,on,on,on,23,8.17,9.96
09:46:48,TOI1599_01,1200.0,20210918.TOI1599_01.0031.fits,on,on,on,on,23,8.17,9.96
10:19:44,TOI1599_01,1200.0,20210918.TOI1599_01.0032.fits,on,on,on,on,23,8.17,9.96
10:40:18,TOI1599_01,1200.0,20210918.TOI1599_01.0033.fits,on,on,on,on,23,8.17,9.96
11:00:52,TOI1599_01,1200.0,20210918.TOI1599_01.0034.fits,on,on,on,on,23,8.17,9.96
11:21:26,TOI1599_01,1200.0,20210918.TOI1599_01.0035.fits,on,on,on,on,23,8.17,9.96
11:42:00,TOI1599_01,1200.0,20210918.TOI1599_01.0036.fits,on,on,on,on,23,8.17,9.96
