Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
01:55:51,TIC349488688,1800.0,20221018.TIC349488688.0001.fits,on,on,on,on,12,6.0,10.9
02:40:51,TOI1518,1800.0,20221018.TOI1518.0002.fits,on,on,on,on,12,6.0,10.9
05:13:33,TOI1518,1800.0,20221018.TOI1518.0003.fits,on,on,on,on,12,6.0,10.9
05:58:24,TOI1518,1800.0,20221018.TOI1518.0004.fits,on,on,on,on,12,6.0,10.9
06:43:14,TOI1355,1800.0,20221018.TOI1355.0005.fits,on,on,on,on,12,6.0,10.9
07:27:58,TOI1355,1800.0,20221018.TOI1355.0006.fits,on,on,on,on,12,6.0,10.9
08:12:52,TOI1355,1800.0,20221018.TOI1355.0007.fits,on,on,on,on,12,6.0,10.9
08:57:43,HR932,1800.0,20221018.HR932.0008.fits,on,on,on,on,12,6.0,10.9
09:42:32,TOI1480,1800.0,20221018.TOI1480.0009.fits,on,on,on,on,12,6.0,10.9
10:27:34,TOI445,1800.0,20221018.TOI445.0010.fits,on,on,on,on,12,6.0,10.9
11:12:22,TOI431,1800.0,20221018.TOI431.0011.fits,on,on,on,on,12,6.0,10.9
11:57:04,TOI431,1800.0,20221018.TOI431.0012.fits,on,on,on,on,12,6.0,10.9
