Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
02:51:28,HR3799,1800.0,20220409.HR3799.0015.fits,on,on,on,on,14,6.82,9.44
03:30:52,TOI568,1800.0,20220409.TOI568.0016.fits,on,on,on,on,14,6.82,9.44
04:15:35,TOI568,1800.0,20220409.TOI568.0017.fits,on,on,on,on,14,6.82,9.44
05:00:17,TOI568,1800.0,20220409.TOI568.0018.fits,on,on,on,on,14,6.82,9.44
05:40:46,TOI2123,1800.0,20220409.TOI2123.0019.fits,on,on,on,on,14,6.82,9.44
06:20:18,TOI2123,1800.0,20220409.TOI2123.0020.fits,on,on,on,on,14,6.82,9.44
06:58:49,TOI2123,1800.0,20220409.TOI2123.0021.fits,on,on,on,on,14,6.82,9.44
07:38:16,TIC349488688,1800.0,20220409.TIC349488688.0022.fits,on,on,on,on,14,6.82,9.44
08:17:52,TOI1842,1800.0,20220409.TOI1842.0023.fits,on,on,on,on,14,6.82,9.44
09:00:19,TOI1842,1800.0,20220409.TOI1842.0024.fits,on,on,on,on,14,6.82,9.44
09:39:45,TOI1842,1800.0,20220409.TOI1842.0025.fits,on,on,on,on,14,6.82,9.44
10:19:54,TOI2123,1800.0,20220409.TOI2123.0026.fits,on,on,on,on,14,6.82,9.44
10:59:32,TIC349488688,1800.0,20220409.TIC349488688.0027.fits,on,on,on,on,14,6.82,9.44
11:39:01,HR6629,1141.0,20220409.HR6629.0028.fits,on,on,on,on,14,6.82,9.44
