Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
01:45:04,TOI1408,1800.0,20221027.TOI1408.0014.fits,on,on,on,on,19,6.83,11.15
02:26:20,TOI1599_01,1200.0,20221027.TOI1599_01.0015.fits,on,on,on,on,19,6.83,11.15
02:46:58,TOI1599_01,1200.0,20221027.TOI1599_01.0016.fits,on,on,on,on,19,6.83,11.15
03:07:32,TOI1599_01,1200.0,20221027.TOI1599_01.0017.fits,on,on,on,on,19,6.83,11.15
03:28:06,TOI1599_01,1200.0,20221027.TOI1599_01.0018.fits,on,on,on,on,19,6.83,11.15
03:48:41,TOI1599_01,1200.0,20221027.TOI1599_01.0019.fits,on,on,on,on,19,6.83,11.15
04:18:32,TOI1599_01,1200.0,20221027.TOI1599_01.0020.fits,on,on,on,on,19,6.83,11.15
04:39:06,TOI1599_01,1200.0,20221027.TOI1599_01.0021.fits,on,on,on,on,19,6.83,11.15
04:59:42,TOI1599_01,1200.0,20221027.TOI1599_01.0022.fits,on,on,on,on,19,6.83,11.15
05:20:17,TOI1599_01,1200.0,20221027.TOI1599_01.0023.fits,on,on,on,on,19,6.83,11.15
05:40:51,TOI1599_01,1200.0,20221027.TOI1599_01.0024.fits,on,on,on,on,19,6.83,11.15
06:11:24,TOI1599_01,1200.0,20221027.TOI1599_01.0025.fits,on,on,on,on,19,6.83,11.15
06:31:58,TOI1599_01,1200.0,20221027.TOI1599_01.0026.fits,on,on,on,on,19,6.83,11.15
06:52:33,TOI1599_01,1200.0,20221027.TOI1599_01.0027.fits,on,on,on,on,19,6.83,11.15
07:13:07,TOI1599_01,1200.0,20221027.TOI1599_01.0028.fits,on,on,on,on,19,6.83,11.15
07:33:42,TOI1599_01,1200.0,20221027.TOI1599_01.0029.fits,on,on,on,on,19,6.83,11.15
08:07:56,TOI1599_01,1200.0,20221027.TOI1599_01.0030.fits,on,on,on,on,19,6.83,11.15
11:16:08,TOI1588,1800.0,20221027.TOI1588.0031.fits,on,on,on,on,19,6.83,11.15
12:00:44,HR2209,1800.0,20221027.HR2209.0032.fits,on,on,on,on,19,6.83,11.15
