Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
03:17:23,HR5511,1109.0,20220514.HR5511.0015.fits,on,on,on,on,12,5.81,8.3
03:49:55,TOI1842,1800.0,20220514.TOI1842.0016.fits,on,on,on,on,12,5.81,8.3
04:32:04,TIC349488688,1800.0,20220514.TIC349488688.0017.fits,on,on,on,on,12,5.81,8.3
05:13:06,TOI1842,1800.0,20220514.TOI1842.0018.fits,on,on,on,on,12,5.81,8.3
05:53:10,TOI1842,1800.0,20220514.TOI1842.0019.fits,on,on,on,on,12,5.81,8.3
06:37:02,TOI2123,1800.0,20220514.TOI2123.0020.fits,on,on,on,on,12,5.81,8.3
07:19:41,TOI2123,1800.0,20220514.TOI2123.0021.fits,on,on,on,on,12,5.81,8.3
07:59:39,TOI2123,1800.0,20220514.TOI2123.0022.fits,on,on,on,on,12,5.81,8.3
08:39:29,TIC349488688,1800.0,20220514.TIC349488688.0023.fits,on,on,on,on,12,5.81,8.3
09:18:43,TOI2123,1800.0,20220514.TOI2123.0024.fits,on,on,on,on,12,5.81,8.3
09:58:44,TOI1355,1800.0,20220514.TOI1355.0025.fits,on,on,on,on,12,5.81,8.3
10:39:15,TOI1355,1800.0,20220514.TOI1355.0026.fits,on,on,on,on,12,5.81,8.3
