Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
02:28:02,TOI1717_01,1200.0,20220307.TOI1717_01.0015.fits,on,on,on,on,26,8.97,10.55
02:48:37,TOI1717_01,1200.0,20220307.TOI1717_01.0016.fits,on,on,on,on,26,8.97,10.55
03:09:11,TOI1717_01,1200.0,20220307.TOI1717_01.0017.fits,on,on,on,on,26,8.97,10.55
03:29:46,TOI1717_01,1200.0,20220307.TOI1717_01.0018.fits,on,on,on,on,26,8.97,10.55
03:50:21,TOI1717_01,1200.0,20220307.TOI1717_01.0019.fits,on,on,on,on,26,8.97,10.55
04:20:14,TOI1717_01,1200.0,20220307.TOI1717_01.0020.fits,on,on,on,on,26,8.97,10.55
04:40:51,TOI1717_01,1200.0,20220307.TOI1717_01.0021.fits,on,on,on,on,26,8.97,10.55
05:01:25,TOI1717_01,1200.0,20220307.TOI1717_01.0022.fits,on,on,on,on,26,8.97,10.55
05:22:00,TOI1717_01,1200.0,20220307.TOI1717_01.0023.fits,on,on,on,on,26,8.97,10.55
05:42:34,TOI1717_01,1200.0,20220307.TOI1717_01.0024.fits,on,on,on,on,26,8.97,10.55
06:11:32,TOI1717_01,1200.0,20220307.TOI1717_01.0025.fits,on,on,on,on,26,8.97,10.55
06:32:06,TOI1717_01,1200.0,20220307.TOI1717_01.0026.fits,on,on,on,on,26,8.97,10.55
06:52:41,TOI1717_01,1200.0,20220307.TOI1717_01.0027.fits,on,on,on,on,26,8.97,10.55
07:13:18,TOI1717_01,1200.0,20220307.TOI1717_01.0028.fits,on,on,on,on,26,8.97,10.55
07:33:53,TOI1717_01,1200.0,20220307.TOI1717_01.0029.fits,on,on,on,on,26,8.97,10.55
08:01:22,TOI1717_01,1200.0,20220307.TOI1717_01.0030.fits,on,on,on,on,26,8.97,10.55
08:21:57,TOI1717_01,1200.0,20220307.TOI1717_01.0031.fits,on,on,on,on,26,8.97,10.55
08:42:31,TOI1717_01,1200.0,20220307.TOI1717_01.0032.fits,on,on,on,on,26,8.97,10.55
09:03:08,TOI1717_01,1200.0,20220307.TOI1717_01.0033.fits,on,on,on,on,26,8.97,10.55
09:23:42,TOI1717_01,1200.0,20220307.TOI1717_01.0034.fits,on,on,on,on,26,8.97,10.55
09:52:25,TOI1717_01,1200.0,20220307.TOI1717_01.0035.fits,on,on,on,on,26,8.97,10.55
10:13:00,TOI1717_01,1200.0,20220307.TOI1717_01.0036.fits,on,on,on,on,26,8.97,10.55
10:33:34,TOI1717_01,1200.0,20220307.TOI1717_01.0037.fits,on,on,on,on,26,8.97,10.55
11:03:39,TIC349488688,1800.0,20220307.TIC349488688.0038.fits,on,on,on,on,26,8.97,10.55
11:40:50,HR5511,1109.0,20220307.HR5511.0039.fits,on,on,on,on,26,8.97,10.55
12:09:14,TOI2123,1800.0,20220307.TOI2123.0040.fits,on,on,on,on,26,8.97,10.55
