Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
01:36:46,TOI1408,1800.0,20221109.TOI1408.0014.fits,on,on,on,on,14,4.83,11.48
02:17:24,TOI1608_01,1200.0,20221109.TOI1608_01.0015.fits,on,on,on,on,14,4.83,11.48
02:38:03,TOI1608_01,1200.0,20221109.TOI1608_01.0016.fits,on,on,on,on,14,4.83,11.48
02:58:37,TOI1608_01,1200.0,20221109.TOI1608_01.0017.fits,on,on,on,on,14,4.83,11.48
03:19:13,TOI1608_01,1200.0,20221109.TOI1608_01.0018.fits,on,on,on,on,14,4.83,11.48
03:39:50,TOI1608_01,1200.0,20221109.TOI1608_01.0019.fits,on,on,on,on,14,4.83,11.48
04:10:04,TOI1608_01,1200.0,20221109.TOI1608_01.0020.fits,on,on,on,on,14,4.83,11.48
04:30:41,TOI1608_01,1200.0,20221109.TOI1608_01.0021.fits,on,on,on,on,14,4.83,11.48
04:51:24,TOI1608_01,1200.0,20221109.TOI1608_01.0022.fits,on,on,on,on,14,4.83,11.48
05:11:58,TOI1608_01,1200.0,20221109.TOI1608_01.0023.fits,on,on,on,on,14,4.83,11.48
05:32:42,TOI1608_01,1200.0,20221109.TOI1608_01.0024.fits,on,on,on,on,14,4.83,11.48
06:06:56,TOI1608_01,1200.0,20221109.TOI1608_01.0025.fits,on,on,on,on,14,4.83,11.48
06:27:30,TOI1608_01,1200.0,20221109.TOI1608_01.0026.fits,on,on,on,on,14,4.83,11.48
06:48:04,TOI1608_01,1200.0,20221109.TOI1608_01.0027.fits,on,on,on,on,14,4.83,11.48
