Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
03:48:26,TOI2123,1800.0,20220707.TOI2123.0014.fits,on,on,on,on,11,5.06,7.81
04:33:31,TOI2123,1800.0,20220707.TOI2123.0015.fits,on,on,on,on,11,5.06,7.81
05:18:06,TOI2123,1800.0,20220707.TOI2123.0016.fits,on,on,on,on,11,5.06,7.81
06:02:45,TIC349488688,1800.0,20220707.TIC349488688.0017.fits,on,on,on,on,11,5.06,7.81
06:47:35,HR6629,1141.0,20220707.HR6629.0018.fits,on,on,on,on,11,5.06,7.81
07:21:17,TIC349488688,1800.0,20220707.TIC349488688.0019.fits,on,on,on,on,11,5.06,7.81
08:06:19,TOI1431,1800.0,20220707.TOI1431.0020.fits,on,on,on,on,11,5.06,7.81
08:51:05,TOI1355,1800.0,20220707.TOI1355.0021.fits,on,on,on,on,11,5.06,7.81
09:35:37,TOI1355,1800.0,20220707.TOI1355.0022.fits,on,on,on,on,11,5.06,7.81
10:20:21,TOI1355,1800.0,20220707.TOI1355.0023.fits,on,on,on,on,11,5.06,7.81
11:06:40,HD4614A,865.0,20220707.HD4614A.0024.fits,on,on,on,on,11,5.06,7.81
