Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
02:42:11,HR2209,1800.0,20220326.HR2209.0015.fits,on,on,on,on,14,7.0,9.92
03:22:16,TOI568,1800.0,20220326.TOI568.0016.fits,on,on,on,on,14,7.0,9.92
04:02:58,TOI1842,1800.0,20220326.TOI1842.0017.fits,on,on,on,on,14,7.0,9.92
04:42:34,TOI1842,1800.0,20220326.TOI1842.0018.fits,on,on,on,on,14,7.0,9.92
05:21:53,TOI1842,1800.0,20220326.TOI1842.0019.fits,on,on,on,on,14,7.0,9.92
06:06:42,TOI680,1800.0,20220326.TOI680.0020.fits,on,on,on,on,14,7.0,9.92
06:45:53,TOI2123,1800.0,20220326.TOI2123.0021.fits,on,on,on,on,14,7.0,9.92
07:25:42,TOI2123,1800.0,20220326.TOI2123.0022.fits,on,on,on,on,14,7.0,9.92
08:05:37,TOI2123,1800.0,20220326.TOI2123.0023.fits,on,on,on,on,14,7.0,9.92
08:47:46,TIC349488688,1800.0,20220326.TIC349488688.0024.fits,on,on,on,on,14,7.0,9.92
09:32:42,TOI1842,1800.0,20220326.TOI1842.0025.fits,on,on,on,on,14,7.0,9.92
10:12:37,TOI1355,1800.0,20220326.TOI1355.0026.fits,on,on,on,on,14,7.0,9.92
10:52:43,TOI2123,1800.0,20220326.TOI2123.0027.fits,on,on,on,on,14,7.0,9.92
11:33:51,TOI1355,1800.0,20220326.TOI1355.0028.fits,on,on,on,on,14,7.0,9.92
