Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
02:04:02,TOI1682_01,1200.0,20220130.TOI1682_01.0017.fits,on,on,0,on,5,2.0,11.54
02:24:37,TOI1682_01,1200.0,20220130.TOI1682_01.0018.fits,on,on,0,on,5,2.0,11.54
02:45:11,TOI1682_01,1200.0,20220130.TOI1682_01.0019.fits,on,on,0,on,5,2.0,11.54
04:38:17,TOI1518,1800.0,20220130.TOI1518.0020.fits,on,on,0,on,5,2.0,11.54
05:23:25,HR2209,1800.0,20220130.HR2209.0021.fits,on,on,0,on,5,2.0,11.54
