Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
02:33:09,TIC349488688,1800.0,20220917.TIC349488688.0016.fits,on,on,on,on,14,6.75,9.92
03:14:37,TOI1355,1800.0,20220917.TOI1355.0017.fits,on,on,on,on,14,6.75,9.92
03:59:15,TOI1355,1800.0,20220917.TOI1355.0018.fits,on,on,on,on,14,6.75,9.92
04:43:46,TOI1355,1800.0,20220917.TOI1355.0019.fits,on,on,on,on,14,6.75,9.92
05:28:14,TOI1355,1800.0,20220917.TOI1355.0020.fits,on,on,on,on,14,6.75,9.92
06:12:46,TOI1518,1800.0,20220917.TOI1518.0021.fits,on,on,on,on,14,6.75,9.92
06:57:23,TOI1518,1800.0,20220917.TOI1518.0022.fits,on,on,on,on,14,6.75,9.92
07:38:58,TOI1518,1800.0,20220917.TOI1518.0023.fits,on,on,on,on,14,6.75,9.92
08:21:25,HR179,1800.0,20220917.HR179.0024.fits,on,on,on,on,14,6.75,9.92
09:00:34,TOI1431,1800.0,20220917.TOI1431.0025.fits,on,on,on,on,14,6.75,9.92
09:42:50,TOI1431,1800.0,20220917.TOI1431.0026.fits,on,on,on,on,14,6.75,9.92
10:25:05,TOI1431,1800.0,20220917.TOI1431.0027.fits,on,on,on,on,14,6.75,9.92
11:09:55,TOI1480,1800.0,20220917.TOI1480.0028.fits,on,on,on,on,14,6.75,9.92
11:46:31,HD10700,906.0,20220917.HD10700.0029.fits,on,on,on,on,14,6.75,9.92
