Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
01:53:20,TOI1599_01,1200.0,20220117.TOI1599_01.0015.fits,on,on,0,on,12,4.0,11.79
02:13:57,TOI1599_01,1200.0,20220117.TOI1599_01.0016.fits,on,on,0,on,12,4.0,11.79
02:34:32,TOI1599_01,1200.0,20220117.TOI1599_01.0017.fits,on,on,0,on,12,4.0,11.79
02:55:07,TOI1599_01,1200.0,20220117.TOI1599_01.0018.fits,on,on,0,on,12,4.0,11.79
03:15:42,TOI1599_01,1200.0,20220117.TOI1599_01.0019.fits,on,on,0,on,12,4.0,11.79
03:49:53,TOI1599_01,1200.0,20220117.TOI1599_01.0020.fits,on,on,0,on,12,4.0,11.79
04:10:30,TOI1599_01,1200.0,20220117.TOI1599_01.0021.fits,on,on,0,on,12,4.0,11.79
04:31:06,TOI1599_01,1200.0,20220117.TOI1599_01.0022.fits,on,on,0,on,12,4.0,11.79
04:51:41,TOI1599_01,1200.0,20220117.TOI1599_01.0023.fits,on,on,0,on,12,4.0,11.79
05:12:16,TOI1599_01,1200.0,20220117.TOI1599_01.0024.fits,on,on,0,on,12,4.0,11.79
05:46:27,TOI1599_01,1200.0,20220117.TOI1599_01.0025.fits,on,on,0,on,12,4.0,11.79
06:07:02,TOI1599_01,1200.0,20220117.TOI1599_01.0026.fits,on,on,0,on,12,4.0,11.79
