Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
01:49:44,TOI1355,1800.0,20211021.TOI1355.0014.fits,on,on,on,on,28,9.5,11.0
02:31:33,TOI1599_01,1200.0,20211021.TOI1599_01.0015.fits,on,on,on,on,28,9.5,11.0
02:52:09,TOI1599_01,1200.0,20211021.TOI1599_01.0016.fits,on,on,on,on,28,9.5,11.0
03:12:44,TOI1599_01,1200.0,20211021.TOI1599_01.0017.fits,on,on,on,on,28,9.5,11.0
03:33:20,TOI1599_01,1200.0,20211021.TOI1599_01.0018.fits,on,on,on,on,28,9.5,11.0
03:53:54,TOI1599_01,1200.0,20211021.TOI1599_01.0019.fits,on,on,on,on,28,9.5,11.0
04:24:12,TOI1599_01,1200.0,20211021.TOI1599_01.0020.fits,on,on,on,on,28,9.5,11.0
04:44:46,TOI1599_01,1200.0,20211021.TOI1599_01.0021.fits,on,on,on,on,28,9.5,11.0
05:05:20,TOI1599_01,1200.0,20211021.TOI1599_01.0022.fits,on,on,on,on,28,9.5,11.0
05:25:55,TOI1599_01,1200.0,20211021.TOI1599_01.0023.fits,on,on,on,on,28,9.5,11.0
05:46:29,TOI1599_01,1200.0,20211021.TOI1599_01.0024.fits,on,on,on,on,28,9.5,11.0
06:16:51,TOI1599_01,1200.0,20211021.TOI1599_01.0025.fits,on,on,on,on,28,9.5,11.0
06:37:25,TOI1599_01,1200.0,20211021.TOI1599_01.0026.fits,on,on,on,on,28,9.5,11.0
06:58:00,TOI1599_01,1200.0,20211021.TOI1599_01.0027.fits,on,on,on,on,28,9.5,11.0
07:18:36,TOI1599_01,1200.0,20211021.TOI1599_01.0028.fits,on,on,on,on,28,9.5,11.0
07:39:11,TOI1599_01,1200.0,20211021.TOI1599_01.0029.fits,on,on,on,on,28,9.5,11.0
08:10:24,TOI1599_01,1200.0,20211021.TOI1599_01.0030.fits,on,on,on,on,28,9.5,11.0
08:30:58,TOI1599_01,1200.0,20211021.TOI1599_01.0031.fits,on,on,on,on,28,9.5,11.0
08:51:32,TOI1599_01,1200.0,20211021.TOI1599_01.0032.fits,on,on,on,on,28,9.5,11.0
09:12:07,TOI1599_01,1200.0,20211021.TOI1599_01.0033.fits,on,on,on,on,28,9.5,11.0
09:32:41,TOI1599_01,1200.0,20211021.TOI1599_01.0034.fits,on,on,on,on,28,9.5,11.0
10:02:43,TOI1599_01,1200.0,20211021.TOI1599_01.0035.fits,on,on,on,on,28,9.5,11.0
10:23:17,TOI1599_01,1200.0,20211021.TOI1599_01.0036.fits,on,on,on,on,28,9.5,11.0
10:43:52,TOI1599_01,1200.0,20211021.TOI1599_01.0037.fits,on,on,on,on,28,9.5,11.0
11:04:27,TOI1599_01,1200.0,20211021.TOI1599_01.0038.fits,on,on,on,on,28,9.5,11.0
11:25:01,TOI1599_01,1200.0,20211021.TOI1599_01.0039.fits,on,on,on,on,28,9.5,11.0
11:55:35,TOI1599_01,1200.0,20211021.TOI1599_01.0040.fits,on,on,on,on,28,9.5,11.0
12:16:11,TOI1599_01,1200.0,20211021.TOI1599_01.0041.fits,on,on,on,on,28,9.5,11.0
