Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
02:21:12,TIC349488688,1800.0,20211004.TIC349488688.0014.fits,on,on,on,off,14,5.33,10.48
03:05:54,TOI2123,1800.0,20211004.TOI2123.0015.fits,on,on,on,off,14,5.33,10.48
03:50:51,TOI1355,1800.0,20211004.TOI1355.0016.fits,on,on,on,off,14,5.33,10.48
05:52:08,TOI1355,1800.0,20211004.TOI1355.0017.fits,on,on,on,off,14,5.33,10.48
06:37:18,TOI1717_01,1200.0,20211004.TOI1717_01.0018.fits,on,on,on,off,14,5.33,10.48
06:57:52,TOI1717_01,1200.0,20211004.TOI1717_01.0019.fits,on,on,on,off,14,5.33,10.48
07:18:27,TOI1717_01,1200.0,20211004.TOI1717_01.0020.fits,on,on,on,off,14,5.33,10.48
07:39:02,TOI1717_01,1200.0,20211004.TOI1717_01.0021.fits,on,on,on,off,14,5.33,10.48
07:59:39,TOI1717_01,1200.0,20211004.TOI1717_01.0022.fits,on,on,on,off,14,5.33,10.48
08:33:20,TOI1717_01,1200.0,20211004.TOI1717_01.0023.fits,on,on,on,off,14,5.33,10.48
08:53:54,TOI1717_01,1200.0,20211004.TOI1717_01.0024.fits,on,on,on,off,14,5.33,10.48
09:14:29,TOI1717_01,1200.0,20211004.TOI1717_01.0025.fits,on,on,on,off,14,5.33,10.48
10:44:04,TOI1717_01,1200.0,20211004.TOI1717_01.0026.fits,on,on,on,off,14,5.33,10.48
11:04:38,TOI1717_01,1200.0,20211004.TOI1717_01.0027.fits,on,on,on,off,14,5.33,10.48
