Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
01:45:35,TOI1431,1800.0,20221028.TOI1431.0014.fits,on,on,on,on,28,9.5,11.18
02:27:03,TOI1599_01,1200.0,20221028.TOI1599_01.0015.fits,on,on,on,on,28,9.5,11.18
02:47:38,TOI1599_01,1200.0,20221028.TOI1599_01.0016.fits,on,on,on,on,28,9.5,11.18
03:08:13,TOI1599_01,1200.0,20221028.TOI1599_01.0017.fits,on,on,on,on,28,9.5,11.18
03:28:52,TOI1599_01,1200.0,20221028.TOI1599_01.0018.fits,on,on,on,on,28,9.5,11.18
03:49:28,TOI1599_01,1200.0,20221028.TOI1599_01.0019.fits,on,on,on,on,28,9.5,11.18
04:20:52,TOI1599_01,1200.0,20221028.TOI1599_01.0020.fits,on,on,on,on,28,9.5,11.18
04:41:26,TOI1599_01,1200.0,20221028.TOI1599_01.0021.fits,on,on,on,on,28,9.5,11.18
05:02:03,TOI1599_01,1200.0,20221028.TOI1599_01.0022.fits,on,on,on,on,28,9.5,11.18
05:22:37,TOI1599_01,1200.0,20221028.TOI1599_01.0023.fits,on,on,on,on,28,9.5,11.18
05:43:12,TOI1599_01,1200.0,20221028.TOI1599_01.0024.fits,on,on,on,on,28,9.5,11.18
06:14:27,TOI1599_01,1200.0,20221028.TOI1599_01.0025.fits,on,on,on,on,28,9.5,11.18
06:35:02,TOI1599_01,1200.0,20221028.TOI1599_01.0026.fits,on,on,on,on,28,9.5,11.18
06:55:37,TOI1599_01,1200.0,20221028.TOI1599_01.0027.fits,on,on,on,on,28,9.5,11.18
07:16:11,TOI1599_01,1200.0,20221028.TOI1599_01.0028.fits,on,on,on,on,28,9.5,11.18
07:36:50,TOI1599_01,1200.0,20221028.TOI1599_01.0029.fits,on,on,on,on,28,9.5,11.18
08:06:22,TOI1599_01,1200.0,20221028.TOI1599_01.0030.fits,on,on,on,on,28,9.5,11.18
08:26:56,TOI1599_01,1200.0,20221028.TOI1599_01.0031.fits,on,on,on,on,28,9.5,11.18
08:47:31,TOI1599_01,1200.0,20221028.TOI1599_01.0032.fits,on,on,on,on,28,9.5,11.18
09:08:12,TOI1599_01,1200.0,20221028.TOI1599_01.0033.fits,on,on,on,on,28,9.5,11.18
09:28:47,TOI1599_01,1200.0,20221028.TOI1599_01.0034.fits,on,on,on,on,28,9.5,11.18
09:57:51,TOI1599_01,1200.0,20221028.TOI1599_01.0035.fits,on,on,on,on,28,9.5,11.18
10:18:26,TOI1599_01,1200.0,20221028.TOI1599_01.0036.fits,on,on,on,on,28,9.5,11.18
10:39:00,TOI1599_01,1200.0,20221028.TOI1599_01.0037.fits,on,on,on,on,28,9.5,11.18
10:59:35,TOI1599_01,1200.0,20221028.TOI1599_01.0038.fits,on,on,on,on,28,9.5,11.18
11:20:12,TOI1599_01,1200.0,20221028.TOI1599_01.0039.fits,on,on,on,on,28,9.5,11.18
11:50:52,TOI1599_01,1200.0,20221028.TOI1599_01.0040.fits,on,on,on,on,28,9.5,11.18
12:11:27,TOI1599_01,1200.0,20221028.TOI1599_01.0041.fits,on,on,on,on,28,9.5,11.18
