Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
02:28:35,TOI1150_01,1200.0,20210921.TOI1150_01.0014.fits,on,on,on,on,22,7.83,10.06
02:49:14,TOI1150_01,1200.0,20210921.TOI1150_01.0015.fits,on,on,on,on,22,7.83,10.06
03:09:49,TOI1150_01,1200.0,20210921.TOI1150_01.0016.fits,on,on,on,on,22,7.83,10.06
03:30:22,TOI1150_01,1200.0,20210921.TOI1150_01.0017.fits,on,on,on,on,22,7.83,10.06
03:50:56,TOI1150_01,1200.0,20210921.TOI1150_01.0018.fits,on,on,on,on,22,7.83,10.06
04:24:37,TOI1150_01,1200.0,20210921.TOI1150_01.0019.fits,on,on,on,on,22,7.83,10.06
04:45:12,TOI1150_01,1200.0,20210921.TOI1150_01.0020.fits,on,on,on,on,22,7.83,10.06
05:05:45,TOI1150_01,1200.0,20210921.TOI1150_01.0021.fits,on,on,on,on,22,7.83,10.06
05:26:18,TOI1150_01,1200.0,20210921.TOI1150_01.0022.fits,on,on,on,on,22,7.83,10.06
05:46:53,TOI1150_01,1200.0,20210921.TOI1150_01.0023.fits,on,on,on,on,22,7.83,10.06
06:20:36,TOI1150_01,1200.0,20210921.TOI1150_01.0024.fits,on,on,on,on,22,7.83,10.06
06:41:11,TOI1150_01,1200.0,20210921.TOI1150_01.0025.fits,on,on,on,on,22,7.83,10.06
07:01:46,TOI1150_01,1200.0,20210921.TOI1150_01.0026.fits,on,on,on,on,22,7.83,10.06
07:22:21,TOI1150_01,1200.0,20210921.TOI1150_01.0027.fits,on,on,on,on,22,7.83,10.06
07:42:55,TOI1150_01,1200.0,20210921.TOI1150_01.0028.fits,on,on,on,on,22,7.83,10.06
08:16:42,TOI1150_01,1200.0,20210921.TOI1150_01.0029.fits,on,on,on,on,22,7.83,10.06
08:37:20,TOI1150_01,1200.0,20210921.TOI1150_01.0030.fits,on,on,on,on,22,7.83,10.06
08:57:54,TOI1150_01,1200.0,20210921.TOI1150_01.0031.fits,on,on,on,on,22,7.83,10.06
09:18:28,TOI1150_01,1200.0,20210921.TOI1150_01.0032.fits,on,on,on,on,22,7.83,10.06
09:51:53,TOI1518,1800.0,20210921.TOI1518.0033.fits,on,on,on,on,22,7.83,10.06
10:35:17,HR932,1800.0,20210921.HR932.0034.fits,on,on,on,on,22,7.83,10.06
11:18:25,TOI1518,1800.0,20210921.TOI1518.0035.fits,on,on,on,on,22,7.83,10.06
