Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
03:09:20,HR4828,1800.0,20220426.HR4828.0015.fits,on,on,on,on,12,6.0,8.86
03:49:13,TOI1135,1800.0,20220426.TOI1135.0016.fits,on,on,on,on,12,6.0,8.86
04:34:11,TOI1842,1800.0,20220426.TOI1842.0017.fits,on,on,on,on,12,6.0,8.86
05:18:47,TOI1842,1800.0,20220426.TOI1842.0018.fits,on,on,on,on,12,6.0,8.86
06:03:20,TOI1842,1800.0,20220426.TOI1842.0019.fits,on,on,on,on,12,6.0,8.86
06:47:58,TOI1842,1800.0,20220426.TOI1842.0020.fits,on,on,on,on,12,6.0,8.86
07:28:51,TIC349488688,1800.0,20220426.TIC349488688.0021.fits,on,on,on,on,12,6.0,8.86
08:13:34,TOI2123,1800.0,20220426.TOI2123.0022.fits,on,on,on,on,12,6.0,8.86
08:58:12,TOI2123,1800.0,20220426.TOI2123.0023.fits,on,on,on,on,12,6.0,8.86
09:42:50,TOI2123,1800.0,20220426.TOI2123.0024.fits,on,on,on,on,12,6.0,8.86
10:27:32,TOI2123,1800.0,20220426.TOI2123.0025.fits,on,on,on,on,12,6.0,8.86
11:12:16,TIC349488688,1800.0,20220426.TIC349488688.0026.fits,on,on,on,on,12,6.0,8.86
