Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
03:02:00,HR3799,1800.0,20220417.HR3799.0015.fits,on,on,on,on,12,6.0,9.16
03:46:51,TOI1842,1800.0,20220417.TOI1842.0016.fits,on,on,on,on,12,6.0,9.16
04:31:26,TOI1842,1800.0,20220417.TOI1842.0017.fits,on,on,on,on,12,6.0,9.16
05:16:03,TOI1842,1800.0,20220417.TOI1842.0018.fits,on,on,on,on,12,6.0,9.16
05:59:32,TIC349488688,1800.0,20220417.TIC349488688.0019.fits,on,on,on,on,12,6.0,9.16
06:44:14,TOI2123,1800.0,20220417.TOI2123.0020.fits,on,on,on,on,12,6.0,9.16
07:28:50,TOI2123,1800.0,20220417.TOI2123.0021.fits,on,on,on,on,12,6.0,9.16
08:13:27,TOI2123,1800.0,20220417.TOI2123.0022.fits,on,on,on,on,12,6.0,9.16
08:58:16,TOI1355,1800.0,20220417.TOI1355.0023.fits,on,on,on,on,12,6.0,9.16
09:38:53,TIC349488688,1800.0,20220417.TIC349488688.0024.fits,on,on,on,on,12,6.0,9.16
10:23:39,TOI2123,1800.0,20220417.TOI2123.0025.fits,on,on,on,on,12,6.0,9.16
11:08:38,TOI1355,1800.0,20220417.TOI1355.0026.fits,on,on,on,on,12,6.0,9.16
