Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
03:08:18,HR3799,1800.0,20220425.HR3799.0014.fits,on,on,on,on,12,6.0,8.89
03:53:16,TOI568,1800.0,20220425.TOI568.0015.fits,on,on,on,on,12,6.0,8.89
04:36:38,TOI680,1800.0,20220425.TOI680.0016.fits,on,on,on,on,12,6.0,8.89
05:17:17,TIC349488688,1800.0,20220425.TIC349488688.0017.fits,on,on,on,on,12,6.0,8.89
06:02:01,TOI1842,1800.0,20220425.TOI1842.0018.fits,on,on,on,on,12,6.0,8.89
06:46:34,TOI1842,1800.0,20220425.TOI1842.0019.fits,on,on,on,on,12,6.0,8.89
07:31:10,TOI1842,1800.0,20220425.TOI1842.0020.fits,on,on,on,on,12,6.0,8.89
08:15:57,TOI2123,1800.0,20220425.TOI2123.0021.fits,on,on,on,on,12,6.0,8.89
09:00:31,TOI2123,1800.0,20220425.TOI2123.0022.fits,on,on,on,on,12,6.0,8.89
09:45:05,TOI2123,1800.0,20220425.TOI2123.0023.fits,on,on,on,on,12,6.0,8.89
10:29:45,TIC349488688,1800.0,20220425.TIC349488688.0024.fits,on,on,on,on,12,6.0,8.89
11:14:40,TOI1355,1800.0,20220425.TOI1355.0025.fits,on,on,on,on,12,6.0,8.89
