Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
05:20:54,HR3799,1800.0,20220205.HR3799.0018.fits,on,on,on,on,11,5.5,11.4
05:59:00,HD62613,1800.0,20220205.HD62613.0019.fits,on,on,on,on,11,5.5,11.4
06:42:41,TOI568,1800.0,20220205.TOI568.0020.fits,on,on,on,on,11,5.5,11.4
07:25:13,TOI568,1800.0,20220205.TOI568.0021.fits,on,on,on,on,11,5.5,11.4
08:09:51,TOI568,1800.0,20220205.TOI568.0022.fits,on,on,on,on,11,5.5,11.4
08:53:11,TOI680,1800.0,20220205.TOI680.0023.fits,on,on,on,on,11,5.5,11.4
09:36:21,TOI680,1800.0,20220205.TOI680.0024.fits,on,on,on,on,11,5.5,11.4
10:17:02,TIC349488688,1800.0,20220205.TIC349488688.0025.fits,on,on,on,on,11,5.5,11.4
11:00:22,TOI680,1800.0,20220205.TOI680.0026.fits,on,on,on,on,11,5.5,11.4
11:44:57,TOI1842,1800.0,20220205.TOI1842.0027.fits,on,on,on,on,11,5.5,11.4
12:29:32,TOI1842,1800.0,20220205.TOI1842.0028.fits,on,on,on,on,11,5.5,11.4
