Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
03:22:27,TOI2065,1800.0,n20230511.TOI2065.0003.fits,on,on,on,on,11,5.5,8.39
04:07:18,TOI2003,1800.0,n20230511.TOI2003.0004.fits,on,on,on,on,11,5.5,8.39
04:52:02,HR4828,1800.0,n20230511.HR4828.0005.fits,on,on,on,on,11,5.5,8.39
05:36:45,TOI2065,1800.0,n20230511.TOI2065.0006.fits,on,on,on,on,11,5.5,8.39
06:21:32,TOI2003,1800.0,n20230511.TOI2003.0007.fits,on,on,on,on,11,5.5,8.39
07:06:24,TOI2321,1800.0,n20230511.TOI2321.0008.fits,on,on,on,on,11,5.5,8.39
07:49:58,TOI2065,1800.0,n20230511.TOI2065.0009.fits,on,on,on,on,11,5.5,8.39
08:35:01,TOI2180,1800.0,n20230511.TOI2180.0010.fits,on,on,on,on,11,5.5,8.39
09:19:45,TOI4465,1800.0,n20230511.TOI4465.0011.fits,on,on,on,on,11,5.5,8.39
10:04:32,TOI2145,1800.0,n20230511.TOI2145.0012.fits,on,on,on,on,11,5.5,8.39
10:49:06,TOI2180,1800.0,n20230511.TOI2180.0013.fits,on,on,on,on,11,5.5,8.39
