Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
02:06:45,TOI1355,1800.0,20221007.TOI1355.0016.fits,on,on,on,on,10,5.0,10.57
02:49:55,TOI1355,1800.0,20221007.TOI1355.0017.fits,on,on,on,on,10,5.0,10.57
03:33:38,TOI1355,1800.0,20221007.TOI1355.0018.fits,on,on,on,on,10,5.0,10.57
04:17:50,TOI1355,1800.0,20221007.TOI1355.0019.fits,on,on,on,on,10,5.0,10.57
04:58:09,TOI1518,1800.0,20221007.TOI1518.0020.fits,on,on,on,on,10,5.0,10.57
05:42:38,TOI1518,1800.0,20221007.TOI1518.0021.fits,on,on,on,on,10,5.0,10.57
06:25:13,TOI1518,1800.0,20221007.TOI1518.0022.fits,on,on,on,on,10,5.0,10.57
07:05:38,HR932,1800.0,20221007.HR932.0023.fits,on,on,on,on,10,5.0,10.57
07:50:21,TOI1480,1800.0,20221007.TOI1480.0024.fits,on,on,on,on,10,5.0,10.57
11:40:37,TOI445,1800.0,20221007.TOI445.0025.fits,on,on,on,on,10,5.0,10.57
