Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
02:05:44,TOI1355,1800.0,20211007.TOI1355.0015.fits,on,on,on,on,20,7.5,10.58
02:47:08,TOI1355,1800.0,20211007.TOI1355.0016.fits,on,on,on,on,20,7.5,10.58
03:29:16,TOI1355,1800.0,20211007.TOI1355.0017.fits,on,on,on,on,20,7.5,10.58
04:12:01,TOI1355,1800.0,20211007.TOI1355.0018.fits,on,on,on,on,20,7.5,10.58
04:53:27,TOI1608_01,1200.0,20211007.TOI1608_01.0019.fits,on,on,on,on,20,7.5,10.58
05:14:02,TOI1608_01,1200.0,20211007.TOI1608_01.0020.fits,on,on,on,on,20,7.5,10.58
05:34:40,TOI1608_01,1200.0,20211007.TOI1608_01.0021.fits,on,on,on,on,20,7.5,10.58
05:55:27,TOI1608_01,1200.0,20211007.TOI1608_01.0022.fits,on,on,on,on,20,7.5,10.58
06:16:06,TOI1608_01,1200.0,20211007.TOI1608_01.0023.fits,on,on,on,on,20,7.5,10.58
06:45:54,TOI1608_01,1200.0,20211007.TOI1608_01.0024.fits,on,on,on,on,20,7.5,10.58
07:06:29,TOI1608_01,1200.0,20211007.TOI1608_01.0025.fits,on,on,on,on,20,7.5,10.58
07:27:05,TOI1608_01,1200.0,20211007.TOI1608_01.0026.fits,on,on,on,on,20,7.5,10.58
07:47:41,TOI1608_01,1200.0,20211007.TOI1608_01.0027.fits,on,on,on,on,20,7.5,10.58
08:08:15,TOI1608_01,1200.0,20211007.TOI1608_01.0028.fits,on,on,on,on,20,7.5,10.58
08:38:06,TOI1608_01,1200.0,20211007.TOI1608_01.0029.fits,on,on,on,on,20,7.5,10.58
08:58:40,TOI1608_01,1200.0,20211007.TOI1608_01.0030.fits,on,on,on,on,20,7.5,10.58
09:19:17,TOI1608_01,1200.0,20211007.TOI1608_01.0031.fits,on,on,on,on,20,7.5,10.58
09:39:51,TOI1608_01,1200.0,20211007.TOI1608_01.0032.fits,on,on,on,on,20,7.5,10.58
10:00:25,TOI1608_01,1200.0,20211007.TOI1608_01.0033.fits,on,on,on,on,20,7.5,10.58
11:01:39,HR932,1800.0,20211007.HR932.0034.fits,on,on,on,on,20,7.5,10.58
