Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
04:51:31,TOI1518,1800.0,20211014.TOI1518.0014.fits,on,on,on,on,11,5.5,10.79
05:32:58,TOI1518,1800.0,20211014.TOI1518.0015.fits,on,on,on,on,11,5.5,10.79
06:14:23,TOI1518,1800.0,20211014.TOI1518.0016.fits,on,on,on,on,11,5.5,10.79
06:55:58,HR179,1800.0,20211014.HR179.0017.fits,on,on,on,on,11,5.5,10.79
07:36:41,TOI1431,1800.0,20211014.TOI1431.0018.fits,on,on,on,on,11,5.5,10.79
08:17:21,TOI1431,1800.0,20211014.TOI1431.0019.fits,on,on,on,on,11,5.5,10.79
08:57:57,TOI1431,1800.0,20211014.TOI1431.0020.fits,on,on,on,on,11,5.5,10.79
09:39:23,TOI1480,1800.0,20211014.TOI1480.0021.fits,on,on,on,on,11,5.5,10.79
10:20:44,TOI1480,1800.0,20211014.TOI1480.0022.fits,on,on,on,on,11,5.5,10.79
11:02:27,TOI445,1800.0,20211014.TOI445.0023.fits,on,on,on,on,11,5.5,10.79
11:44:00,TOI431,1800.0,20211014.TOI431.0024.fits,on,on,on,on,11,5.5,10.79
