Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
03:20:02,HR5511,1109.0,20220516.HR5511.0014.fits,on,on,on,on,17,6.47,8.24
03:49:17,TOI1842,1800.0,20220516.TOI1842.0015.fits,on,on,on,on,17,6.47,8.24
04:31:21,TOI1842,1800.0,20220516.TOI1842.0016.fits,on,on,on,on,17,6.47,8.24
05:13:28,TOI1842,1800.0,20220516.TOI1842.0017.fits,on,on,on,on,17,6.47,8.24
05:53:40,TIC349488688,1800.0,20220516.TIC349488688.0018.fits,on,on,on,on,17,6.47,8.24
06:34:05,TOI1355,1800.0,20220516.TOI1355.0019.fits,on,on,on,on,17,6.47,8.24
07:12:08,TOI1150_01,1200.0,20220516.TOI1150_01.0020.fits,on,on,on,on,17,6.47,8.24
07:32:43,TOI1150_01,1200.0,20220516.TOI1150_01.0021.fits,on,on,on,on,17,6.47,8.24
07:53:19,TOI1150_01,1200.0,20220516.TOI1150_01.0022.fits,on,on,on,on,17,6.47,8.24
08:13:53,TOI1150_01,1200.0,20220516.TOI1150_01.0023.fits,on,on,on,on,17,6.47,8.24
08:34:28,TOI1150_01,1200.0,20220516.TOI1150_01.0024.fits,on,on,on,on,17,6.47,8.24
09:01:08,TOI1150_01,1200.0,20220516.TOI1150_01.0025.fits,on,on,on,on,17,6.47,8.24
09:21:46,TOI1150_01,1200.0,20220516.TOI1150_01.0026.fits,on,on,on,on,17,6.47,8.24
09:42:21,TOI1150_01,1200.0,20220516.TOI1150_01.0027.fits,on,on,on,on,17,6.47,8.24
10:02:55,TOI1150_01,1200.0,20220516.TOI1150_01.0028.fits,on,on,on,on,17,6.47,8.24
10:23:30,TOI1150_01,1200.0,20220516.TOI1150_01.0029.fits,on,on,on,on,17,6.47,8.24
10:57:51,TOI1150_01,1200.0,20220516.TOI1150_01.0030.fits,on,on,on,on,17,6.47,8.24
