Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
01:48:45,TOI1518,1800.0,20211022.TOI1518.0014.fits,on,on,on,on,27,9.17,11.02
02:30:28,TOI1599_01,1200.0,20211022.TOI1599_01.0015.fits,on,on,on,on,27,9.17,11.02
02:51:04,TOI1599_01,1200.0,20211022.TOI1599_01.0016.fits,on,on,on,on,27,9.17,11.02
03:11:41,TOI1599_01,1200.0,20211022.TOI1599_01.0017.fits,on,on,on,on,27,9.17,11.02
03:32:15,TOI1599_01,1200.0,20211022.TOI1599_01.0018.fits,on,on,on,on,27,9.17,11.02
03:52:49,TOI1599_01,1200.0,20211022.TOI1599_01.0019.fits,on,on,on,on,27,9.17,11.02
04:23:23,TOI1599_01,1200.0,20211022.TOI1599_01.0020.fits,on,on,on,on,27,9.17,11.02
04:43:58,TOI1599_01,1200.0,20211022.TOI1599_01.0021.fits,on,on,on,on,27,9.17,11.02
05:04:32,TOI1599_01,1200.0,20211022.TOI1599_01.0022.fits,on,on,on,on,27,9.17,11.02
05:25:07,TOI1599_01,1200.0,20211022.TOI1599_01.0023.fits,on,on,on,on,27,9.17,11.02
05:45:41,TOI1599_01,1200.0,20211022.TOI1599_01.0024.fits,on,on,on,on,27,9.17,11.02
06:15:53,TOI1599_01,1200.0,20211022.TOI1599_01.0025.fits,on,on,on,on,27,9.17,11.02
06:36:27,TOI1599_01,1200.0,20211022.TOI1599_01.0026.fits,on,on,on,on,27,9.17,11.02
06:57:02,TOI1599_01,1200.0,20211022.TOI1599_01.0027.fits,on,on,on,on,27,9.17,11.02
07:17:37,TOI1599_01,1200.0,20211022.TOI1599_01.0028.fits,on,on,on,on,27,9.17,11.02
07:38:11,TOI1599_01,1200.0,20211022.TOI1599_01.0029.fits,on,on,on,on,27,9.17,11.02
08:09:22,TOI1599_01,1200.0,20211022.TOI1599_01.0030.fits,on,on,on,on,27,9.17,11.02
08:29:57,TOI1599_01,1200.0,20211022.TOI1599_01.0031.fits,on,on,on,on,27,9.17,11.02
08:50:31,TOI1599_01,1200.0,20211022.TOI1599_01.0032.fits,on,on,on,on,27,9.17,11.02
09:11:05,TOI1599_01,1200.0,20211022.TOI1599_01.0033.fits,on,on,on,on,27,9.17,11.02
09:31:39,TOI1599_01,1200.0,20211022.TOI1599_01.0034.fits,on,on,on,on,27,9.17,11.02
10:05:20,TOI1599_01,1200.0,20211022.TOI1599_01.0035.fits,on,on,on,on,27,9.17,11.02
10:25:54,TOI1599_01,1200.0,20211022.TOI1599_01.0036.fits,on,on,on,on,27,9.17,11.02
10:46:28,TOI1599_01,1200.0,20211022.TOI1599_01.0037.fits,on,on,on,on,27,9.17,11.02
11:07:03,TOI1599_01,1200.0,20211022.TOI1599_01.0038.fits,on,on,on,on,27,9.17,11.02
11:27:37,TOI1599_01,1200.0,20211022.TOI1599_01.0039.fits,on,on,on,on,27,9.17,11.02
12:01:23,TOI1599_01,1200.0,20211022.TOI1599_01.0040.fits,on,on,on,off,27,9.17,11.02
