Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
03:06:54,HR3799,1800.0,20220423.HR3799.0014.fits,on,on,on,on,12,6.0,8.96
03:51:57,TOI568,1800.0,20220423.TOI568.0015.fits,on,on,on,on,12,6.0,8.96
04:31:46,TOI680,1800.0,20220423.TOI680.0016.fits,on,on,on,on,12,6.0,8.96
05:16:33,TOI1842,1800.0,20220423.TOI1842.0017.fits,on,on,on,on,12,6.0,8.96
06:01:08,TOI1842,1800.0,20220423.TOI1842.0018.fits,on,on,on,on,12,6.0,8.96
06:45:49,TOI1842,1800.0,20220423.TOI1842.0019.fits,on,on,on,on,12,6.0,8.96
07:30:35,TIC349488688,1800.0,20220423.TIC349488688.0020.fits,on,on,on,on,12,6.0,8.96
08:15:18,TOI2123,1800.0,20220423.TOI2123.0021.fits,on,on,on,on,12,6.0,8.96
08:59:55,TOI2123,1800.0,20220423.TOI2123.0022.fits,on,on,on,on,12,6.0,8.96
09:44:32,TOI2123,1800.0,20220423.TOI2123.0023.fits,on,on,on,on,12,6.0,8.96
10:29:05,TOI2123,1800.0,20220423.TOI2123.0024.fits,on,on,on,on,12,6.0,8.96
11:10:09,TIC349488688,1800.0,20220423.TIC349488688.0025.fits,on,on,on,on,12,6.0,8.96
