Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
02:09:29,TOI1518,1800.0,20220125.TOI1518.0015.fits,on,on,0,on,15,7.5,11.65
02:54:41,TOI1518,1800.0,20220125.TOI1518.0016.fits,on,on,0,on,15,7.5,11.65
03:39:54,TOI1518,1800.0,20220125.TOI1518.0017.fits,on,on,0,on,15,7.5,11.65
04:25:09,HR2209,1800.0,20220125.HR2209.0018.fits,on,on,0,on,15,7.5,11.65
05:10:32,TOI431,1800.0,20220125.TOI431.0019.fits,on,on,0,on,15,7.5,11.65
05:55:44,TOI431,1800.0,20220125.TOI431.0020.fits,on,on,0,on,15,7.5,11.65
06:40:59,TOI431,1800.0,20220125.TOI431.0021.fits,on,on,0,on,15,7.5,11.65
07:26:15,TOI568,1800.0,20220125.TOI568.0022.fits,on,on,0,on,15,7.5,11.65
08:11:36,TOI1842,1800.0,20220125.TOI1842.0023.fits,on,on,0,on,15,7.5,11.65
08:56:48,TOI1842,1800.0,20220125.TOI1842.0024.fits,on,on,0,on,15,7.5,11.65
09:41:59,TOI1842,1800.0,20220125.TOI1842.0025.fits,on,on,0,on,15,7.5,11.65
10:27:13,TOI680,1800.0,20220125.TOI680.0026.fits,on,on,0,on,15,7.5,11.65
11:12:31,TIC349488688,1800.0,20220125.TIC349488688.0027.fits,on,on,0,on,15,7.5,11.65
11:57:44,TOI2123,1800.0,20220125.TOI2123.0028.fits,on,on,0,on,15,7.5,11.65
12:42:55,TOI2123,1800.0,20220125.TOI2123.0029.fits,on,on,0,on,15,7.5,11.65
