Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
01:26:40,TOI1599_01,1200.0,20211129.TOI1599_01.0014.fits,on,on,0,0,28,9.83,11.86
01:47:14,TOI1599_01,1200.0,20211129.TOI1599_01.0015.fits,on,on,0,0,28,9.83,11.86
02:07:49,TOI1599_01,1200.0,20211129.TOI1599_01.0016.fits,on,on,0,0,28,9.83,11.86
02:28:25,TOI1599_01,1200.0,20211129.TOI1599_01.0017.fits,on,on,0,0,28,9.83,11.86
02:48:59,TOI1599_01,1200.0,20211129.TOI1599_01.0018.fits,on,on,0,0,28,9.83,11.86
03:20:05,TOI1599_01,1200.0,20211129.TOI1599_01.0019.fits,on,on,0,0,28,9.83,11.86
03:40:39,TOI1599_01,1200.0,20211129.TOI1599_01.0020.fits,on,on,0,0,28,9.83,11.86
04:01:13,TOI1599_01,1200.0,20211129.TOI1599_01.0021.fits,on,on,0,0,28,9.83,11.86
04:21:50,TOI1599_01,1200.0,20211129.TOI1599_01.0022.fits,on,on,0,0,28,9.83,11.86
04:42:24,TOI1599_01,1200.0,20211129.TOI1599_01.0023.fits,on,on,0,0,28,9.83,11.86
05:13:58,TOI1599_01,1200.0,20211129.TOI1599_01.0024.fits,on,on,0,0,28,9.83,11.86
05:34:32,TOI1599_01,1200.0,20211129.TOI1599_01.0025.fits,on,on,0,0,28,9.83,11.86
05:55:07,TOI1599_01,1200.0,20211129.TOI1599_01.0026.fits,on,on,0,0,28,9.83,11.86
06:15:41,TOI1599_01,1200.0,20211129.TOI1599_01.0027.fits,on,on,0,0,28,9.83,11.86
06:36:15,TOI1599_01,1200.0,20211129.TOI1599_01.0028.fits,on,on,0,0,28,9.83,11.86
07:07:02,TOI1599_01,1200.0,20211129.TOI1599_01.0029.fits,on,on,0,0,28,9.83,11.86
07:27:36,TOI1599_01,1200.0,20211129.TOI1599_01.0030.fits,on,on,0,0,28,9.83,11.86
07:48:11,TOI1599_01,1200.0,20211129.TOI1599_01.0031.fits,on,on,0,0,28,9.83,11.86
08:08:45,TOI1599_01,1200.0,20211129.TOI1599_01.0032.fits,on,on,0,0,28,9.83,11.86
08:29:19,TOI1599_01,1200.0,20211129.TOI1599_01.0033.fits,on,on,0,0,28,9.83,11.86
09:00:26,TOI1599_01,1200.0,20211129.TOI1599_01.0034.fits,on,on,0,0,28,9.83,11.86
09:20:59,TOI1599_01,1200.0,20211129.TOI1599_01.0035.fits,on,on,0,0,28,9.83,11.86
09:41:34,TOI1599_01,1200.0,20211129.TOI1599_01.0036.fits,on,on,0,0,28,9.83,11.86
10:02:08,TOI1599_01,1200.0,20211129.TOI1599_01.0037.fits,on,on,0,0,28,9.83,11.86
10:22:42,TOI1599_01,1200.0,20211129.TOI1599_01.0038.fits,on,on,0,0,28,9.83,11.86
11:04:49,HR3799,1800.0,20211129.HR3799.0039.fits,on,on,0,0,28,9.83,11.86
11:46:53,TOI1842,1800.0,20211129.TOI1842.0040.fits,on,on,0,0,28,9.83,11.86
12:28:47,TOI1842,1800.0,20211129.TOI1842.0041.fits,on,on,0,0,28,9.83,11.86
