Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
01:29:59,TOI1408,1800.0,n20221116.TOI1408.0014.fits,on,on,on,on,17,7.91,11.63
02:11:55,TOI1408,1800.0,n20221116.TOI1408.0015.fits,on,on,on,on,17,7.91,11.63
02:56:28,TOI1408,1800.0,n20221116.TOI1408.0016.fits,on,on,on,on,17,7.91,11.63
03:37:21,HR8597,1463.0,n20221116.HR8597.0017.fits,on,on,on,on,17,7.91,11.63
05:21:18,HD10700,906.0,n20221116.HD10700.0018.fits,on,on,on,on,17,7.91,11.63
05:51:30,TOI1588,1800.0,n20221116.TOI1588.0019.fits,on,on,on,on,17,7.91,11.63
06:29:52,TOI1588,1800.0,n20221116.TOI1588.0020.fits,on,on,on,on,17,7.91,11.63
07:14:40,TOI1588,1800.0,n20221116.TOI1588.0021.fits,on,on,on,on,17,7.91,11.63
07:51:42,HD10700,906.0,n20221116.HD10700.0022.fits,on,on,on,on,17,7.91,11.63
08:21:57,TOI1649,1800.0,n20221116.TOI1649.0023.fits,on,on,on,on,17,7.91,11.63
09:07:16,HIP41378,1800.0,n20221116.HIP41378.0024.fits,on,on,on,on,17,7.91,11.63
09:37:52,HIP41378,1800.0,n20221116.HIP41378.0025.fits,on,on,on,on,17,7.91,11.63
10:08:27,HIP41378,1800.0,n20221116.HIP41378.0026.fits,on,on,on,on,17,7.91,11.63
10:39:02,HIP41378,1800.0,n20221116.HIP41378.0027.fits,on,on,on,on,17,7.91,11.63
11:09:39,HIP41378,1800.0,n20221116.HIP41378.0028.fits,on,on,on,on,17,7.91,11.63
11:54:01,HIP41378,1800.0,n20221116.HIP41378.0029.fits,on,on,on,on,17,7.91,11.63
12:24:36,HIP41378,1800.0,n20221116.HIP41378.0030.fits,on,on,on,on,17,7.91,11.63
