Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
02:45:23,HR2209,1800.0,20220320.HR2209.0035.fits,on,on,on,on,13,6.5,10.12
03:26:12,TOI568,1800.0,20220320.TOI568.0036.fits,on,on,on,on,13,6.5,10.12
04:42:49,TOI568,1800.0,20220320.TOI568.0037.fits,on,on,on,on,13,6.5,10.12
05:27:24,TOI568,1800.0,20220320.TOI568.0038.fits,on,on,on,on,13,6.5,10.12
06:09:52,TOI1842,1800.0,20220320.TOI1842.0039.fits,on,on,on,on,13,6.5,10.12
06:50:01,TOI1842,1800.0,20220320.TOI1842.0040.fits,on,on,on,on,13,6.5,10.12
07:31:19,TOI1842,1800.0,20220320.TOI1842.0041.fits,on,on,on,on,13,6.5,10.12
08:10:45,TIC349488688,1800.0,20220320.TIC349488688.0042.fits,on,on,on,on,13,6.5,10.12
08:55:30,TOI2123,1800.0,20220320.TOI2123.0043.fits,on,on,on,on,13,6.5,10.12
09:35:06,TOI2123,1800.0,20220320.TOI2123.0044.fits,on,on,on,on,13,6.5,10.12
10:19:43,TOI2123,1800.0,20220320.TOI2123.0045.fits,on,on,on,on,13,6.5,10.12
11:02:47,TOI2123,1800.0,20220320.TOI2123.0046.fits,on,on,on,on,13,6.5,10.12
11:45:53,TIC349488688,1800.0,20220320.TIC349488688.0047.fits,on,on,on,on,13,6.5,10.12
