Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
01:32:00,TOI1588,1800.0,n20221120.TOI1588.0014.fits,on,on,on,on,15,7.5,11.71
02:16:43,TOI1588,1800.0,n20221120.TOI1588.0015.fits,on,on,on,on,15,7.5,11.71
03:41:36,TOI1588,1800.0,n20221120.TOI1588.0016.fits,on,on,on,on,15,7.5,11.71
04:24:10,HR179,1800.0,n20221120.HR179.0017.fits,on,on,on,on,15,7.5,11.71
05:02:36,TOI1588,1800.0,n20221120.TOI1588.0018.fits,on,on,on,on,15,7.5,11.71
05:42:10,TOI1588,1800.0,n20221120.TOI1588.0019.fits,on,on,on,on,15,7.5,11.71
06:22:36,TOI1588,1800.0,n20221120.TOI1588.0020.fits,on,on,on,on,15,7.5,11.71
07:07:11,TOI1588,1800.0,n20221120.TOI1588.0021.fits,on,on,on,on,15,7.5,11.71
07:52:04,TOI1649,1800.0,n20221120.TOI1649.0022.fits,on,on,on,on,15,7.5,11.71
08:36:52,TOI2456,1800.0,n20221120.TOI2456.0023.fits,on,on,on,on,15,7.5,11.71
09:21:27,TOI2456,1800.0,n20221120.TOI2456.0024.fits,on,on,on,on,15,7.5,11.71
10:01:49,TOI2456,1800.0,n20221120.TOI2456.0025.fits,on,on,on,on,15,7.5,11.71
10:43:16,TOI1012,1800.0,n20221120.TOI1012.0026.fits,on,on,on,on,15,7.5,11.71
11:27:06,TOI1012,1800.0,n20221120.TOI1012.0027.fits,on,on,on,on,15,7.5,11.71
12:11:31,TOI1012,1800.0,n20221120.TOI1012.0028.fits,on,on,on,on,15,7.5,11.71
