Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
02:06:46,TOI1599_01,1200.0,20220209.TOI1599_01.0015.fits,on,on,on,on,10,3.83,11.3
02:27:20,TOI1599_01,1200.0,20220209.TOI1599_01.0016.fits,on,on,on,on,10,3.83,11.3
02:47:55,TOI1599_01,1200.0,20220209.TOI1599_01.0017.fits,on,on,on,on,10,3.83,11.3
03:08:30,TOI1599_01,1200.0,20220209.TOI1599_01.0018.fits,on,on,on,on,10,3.83,11.3
03:29:04,TOI1599_01,1200.0,20220209.TOI1599_01.0019.fits,on,on,on,on,10,3.83,11.3
03:57:02,TOI1599_01,1200.0,20220209.TOI1599_01.0020.fits,on,on,on,on,10,3.83,11.3
04:17:37,TOI1599_01,1200.0,20220209.TOI1599_01.0021.fits,on,on,on,on,10,3.83,11.3
06:50:46,HR2209,1800.0,20220209.HR2209.0022.fits,on,on,on,on,10,3.83,11.3
07:33:02,TOI568,1800.0,20220209.TOI568.0023.fits,on,on,on,on,10,3.83,11.3
08:17:35,TOI568,1800.0,20220209.TOI568.0024.fits,on,on,on,on,10,3.83,11.3
