Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
02:59:28,HR4828,1800.0,20220412.HR4828.0014.fits,on,on,on,on,13,6.5,9.33
03:47:10,TOI568,1800.0,20220412.TOI568.0015.fits,on,on,on,on,13,6.5,9.33
04:33:16,TOI568,1800.0,20220412.TOI568.0016.fits,on,on,on,on,13,6.5,9.33
05:13:02,TOI680,1800.0,20220412.TOI680.0017.fits,on,on,on,on,13,6.5,9.33
05:53:17,TOI1842,1800.0,20220412.TOI1842.0018.fits,on,on,on,on,13,6.5,9.33
06:32:49,TOI1842,1800.0,20220412.TOI1842.0019.fits,on,on,on,on,13,6.5,9.33
07:11:42,TOI1842,1800.0,20220412.TOI1842.0020.fits,on,on,on,on,13,6.5,9.33
07:51:07,TIC349488688,1800.0,20220412.TIC349488688.0021.fits,on,on,on,on,13,6.5,9.33
08:31:46,TOI1842,1800.0,20220412.TOI1842.0022.fits,on,on,on,on,13,6.5,9.33
09:12:26,TOI2123,1800.0,20220412.TOI2123.0023.fits,on,on,on,on,13,6.5,9.33
09:50:58,TOI2123,1800.0,20220412.TOI2123.0024.fits,on,on,on,on,13,6.5,9.33
10:29:57,TOI2123,1800.0,20220412.TOI2123.0025.fits,on,on,on,on,13,6.5,9.33
11:08:58,TIC349488688,1800.0,20220412.TIC349488688.0026.fits,on,on,on,on,13,6.5,9.33
