Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
02:12:14,TOI1588,1800.0,n20221126.TOI1588.0014.fits,on,on,on,on,14,7.0,11.81
02:53:14,HR179,1800.0,n20221126.HR179.0015.fits,on,on,on,on,14,7.0,11.81
04:16:41,TOI1588,1800.0,n20221126.TOI1588.0016.fits,on,on,on,on,14,7.0,11.81
04:58:34,TOI1588,1800.0,n20221126.TOI1588.0017.fits,on,on,on,on,14,7.0,11.81
05:43:08,TOI1588,1800.0,n20221126.TOI1588.0018.fits,on,on,on,on,14,7.0,11.81
06:24:53,TOI1588,1800.0,n20221126.TOI1588.0019.fits,on,on,on,on,14,7.0,11.81
07:05:20,TOI1012,1800.0,n20221126.TOI1012.0020.fits,on,on,on,on,14,7.0,11.81
07:47:17,TOI1012,1800.0,n20221126.TOI1012.0021.fits,on,on,on,on,14,7.0,11.81
08:29:00,TOI1012,1800.0,n20221126.TOI1012.0022.fits,on,on,on,on,14,7.0,11.81
09:09:27,TOI2456,1800.0,n20221126.TOI2456.0023.fits,on,on,on,on,14,7.0,11.81
09:54:09,TOI2456,1800.0,n20221126.TOI2456.0024.fits,on,on,on,on,14,7.0,11.81
10:34:40,TOI2456,1800.0,n20221126.TOI2456.0025.fits,on,on,on,on,14,7.0,11.81
11:15:03,TOI1012,1800.0,n20221126.TOI1012.0026.fits,on,on,on,on,14,7.0,11.81
11:56:32,TOI4631,1800.0,n20221126.TOI4631.0027.fits,on,on,on,on,14,7.0,11.81
