Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
03:09:16,HR3799,1800.0,20220429.HR3799.0015.fits,on,on,on,on,13,6.32,8.76
03:48:12,TOI1784,1800.0,20220429.TOI1784.0016.fits,on,on,on,on,13,6.32,8.76
04:27:33,TOI1842,1800.0,20220429.TOI1842.0017.fits,on,on,on,on,13,6.32,8.76
05:06:05,TOI1842,1800.0,20220429.TOI1842.0018.fits,on,on,on,on,13,6.32,8.76
05:46:13,TOI1842,1800.0,20220429.TOI1842.0019.fits,on,on,on,on,13,6.32,8.76
06:26:11,TOI1842,1800.0,20220429.TOI1842.0020.fits,on,on,on,on,13,6.32,8.76
07:05:36,TIC349488688,1800.0,20220429.TIC349488688.0021.fits,on,on,on,on,13,6.32,8.76
07:48:00,TOI1355,1800.0,20220429.TOI1355.0022.fits,on,on,on,on,13,6.32,8.76
08:27:24,TOI2123,1800.0,20220429.TOI2123.0023.fits,on,on,on,on,13,6.32,8.76
09:06:38,TOI2123,1800.0,20220429.TOI2123.0024.fits,on,on,on,on,13,6.32,8.76
09:45:43,TOI2123,1800.0,20220429.TOI2123.0025.fits,on,on,on,on,13,6.32,8.76
10:30:23,TIC349488688,1800.0,20220429.TIC349488688.0026.fits,on,on,on,on,13,6.32,8.76
11:07:33,HR6629,1141.0,20220429.HR6629.0027.fits,on,on,on,on,13,6.32,8.76
