Time,Object,Exposure Time,File Name,Telescope 1,Telescope 2,Telescope 3,Telescope 4,Spectra Obtained,Total Exposure Time (hrs),Observable Hours (hrs)
01:25:50,TOI1608_01,1200.0,20211128.TOI1608_01.0014.fits,on,on,0,0,20,7.5,11.84
01:46:25,TOI1608_01,1200.0,20211128.TOI1608_01.0015.fits,on,on,0,0,20,7.5,11.84
02:07:00,TOI1608_01,1200.0,20211128.TOI1608_01.0016.fits,on,on,0,0,20,7.5,11.84
02:27:34,TOI1608_01,1200.0,20211128.TOI1608_01.0017.fits,on,on,0,0,20,7.5,11.84
02:48:09,TOI1608_01,1200.0,20211128.TOI1608_01.0018.fits,on,on,0,0,20,7.5,11.84
03:17:51,TOI1608_01,1200.0,20211128.TOI1608_01.0019.fits,on,on,0,0,20,7.5,11.84
04:03:24,TOI1608_01,1200.0,20211128.TOI1608_01.0020.fits,on,on,0,0,20,7.5,11.84
04:23:59,TOI1608_01,1200.0,20211128.TOI1608_01.0021.fits,on,on,0,0,20,7.5,11.84
05:07:31,TOI1608_01,1200.0,20211128.TOI1608_01.0022.fits,on,on,0,0,20,7.5,11.84
05:28:05,TOI1608_01,1200.0,20211128.TOI1608_01.0023.fits,on,on,0,0,20,7.5,11.84
05:58:25,TOI1608_01,1200.0,20211128.TOI1608_01.0024.fits,on,on,0,0,20,7.5,11.84
06:52:58,TOI1608_01,1200.0,20211128.TOI1608_01.0025.fits,on,on,0,0,20,7.5,11.84
07:13:32,TOI1608_01,1200.0,20211128.TOI1608_01.0026.fits,on,on,0,0,20,7.5,11.84
07:34:05,TOI1608_01,1200.0,20211128.TOI1608_01.0027.fits,on,on,0,0,20,7.5,11.84
08:04:37,TOI1608_01,1200.0,20211128.TOI1608_01.0028.fits,on,on,0,0,20,7.5,11.84
08:50:45,TOI1518,1800.0,20211128.TOI1518.0029.fits,on,on,0,0,20,7.5,11.84
10:20:30,HR2209,1800.0,20211128.HR2209.0030.fits,on,on,0,0,20,7.5,11.84
11:02:43,TOI568,1800.0,20211128.TOI568.0031.fits,on,on,0,0,20,7.5,11.84
11:44:36,TOI568,1800.0,20211128.TOI568.0032.fits,on,on,0,0,20,7.5,11.84
12:26:33,TOI568,1800.0,20211128.TOI568.0033.fits,on,on,0,0,20,7.5,11.84
